event_1,fighter_1_1,fighter_2_1,fighter_1_result_1,fighter_2_result_1,fighter_1_knockdowns_1,fighter_2_knockdowns_1,fighter_1_ss_1,fighter_2_ss_1,fighter_1_ss_pct_1,fighter_2_ss_pct_1,fighter_1_total_strikes_1,fighter_2_total_strikes_1,fighter_1_takedowns_1,fighter_2_takedowns_1,fighter_1_takedown_pct_1,fighter_2_takedown_pct_1,fighter_1_submission_attempts_1,fighter_2_submission_attempts_1,fighter_1_reverses_1,fighter_2_reverses_1,fighter_1_control_1,fighter_2_control_1,fighter_1_head_ss_1,fighter_2_head_ss_1,fighter_1_body_ss_1,fighter_2_body_ss_1,fighter_1_leg_ss_1,fighter_2_leg_ss_1,fighter_1_distance_ss_1,fighter_2_distance_ss_1,fighter_1_clinch_ss_1,fighter_2_clinch_ss_1,fighter_1_ground_ss_1,fighter_2_ground_ss_1,original_order,fighter_1_knockdowns_previous,fighter_1_ss_previous,fighter_1_ss_pct_previous,fighter_1_total_strikes_previous,fighter_1_takedowns_previous,fighter_1_takedown_pct_previous,fighter_1_submission_attempts_previous,fighter_1_reverses_previous,fighter_1_control_previous,fighter_1_head_ss_previous,fighter_1_body_ss_previous,fighter_1_leg_ss_previous,fighter_1_distance_ss_previous,fighter_1_clinch_ss_previous,fighter_1_ground_ss_previous,fighter_2_knockdowns_previous,fighter_2_ss_previous,fighter_2_ss_pct_previous,fighter_2_total_strikes_previous,fighter_2_takedowns_previous,fighter_2_takedown_pct_previous,fighter_2_submission_attempts_previous,fighter_2_reverses_previous,fighter_2_control_previous,fighter_2_head_ss_previous,fighter_2_body_ss_previous,fighter_2_leg_ss_previous,fighter_2_distance_ss_previous,fighter_2_clinch_ss_previous,fighter_2_ground_ss_previous,Name,Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo,Age,Height,Reach,Name_fighter2,Wins_fighter2,Losses_fighter2,Draws_fighter2,Style_Boxing_fighter2,Style_Brawler_fighter2,Style_Brazilian Jiu-Jitsu_fighter2,Style_Freestyle_fighter2,Style_Grappler_fighter2,Style_Jiu-Jitsu_fighter2,Style_Judo_fighter2,Style_Karate_fighter2,Style_Kickboxer_fighter2,Style_Kung Fu_fighter2,Style_Kung-Fu_fighter2,Style_MMA_fighter2,Style_Muay Thai_fighter2,Style_Sambo_fighter2,Style_Striker_fighter2,Style_Wrestler_fighter2,Style_Wrestling_fighter2,Style_Taekwondo_fighter2,Age_fighter2,Height_fighter2,Reach_fighter2
UFC 215: Nunes vs Shevchenko 2,Amanda Nunes,Valentina Shevchenko,W,L,0.0,0.0,0.488636364,0.371134021,0.48,0.37,0.5,0.406698565,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246153846,0.217391304,0.636363636,0.692307692,0.629213483,0.76744186,0.49132948,0.355191257,0.5,0.5,0.0,0.8,1081,"[0.0, 0.0, 0.0]","[0.625, 0.481481481, 0.574468085]","[0.62, 0.48, 0.57]","[0.64, 0.589285714, 0.574468085]","[0.666666667, 0.333333333, 0.0]","[0.66, 0.33, nan]","[0.0, 2.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721]","[0.5, 0.545454545, 1.0]","[0.0, 0.705882353, 1.0]","[0.333333333, 0.4, 0.586956522]","[0.0, 0.0, 0.0]","[0.692307692, 0.612903226, 0.0]","[0.0, 0.0]","[0.727272727, 0.417910448]","[0.72, 0.41]","[0.846153846, 0.565656566]","[0.444444444, 1.0]","[0.44, 1.0]","[0.0, 0.0]","[0.0, 1.0]","[0.0, 0.0]","[0.724137931, 0.379310345]","[0.727272727, 0.5]","[0.75, 1.0]","[0.545454545, 0.31372549]","[0.941176471, 0.625]","[0.8, 0.875]",Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Valentina Shevchenko,0.8846153846153847,0.1904761904761904,0.5,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.6,0.8904109589041096,0.5483870967741935
UFC 224: Nunes vs. Pennington,Amanda Nunes,Raquel Pennington,W,L,0.0,0.0,0.488188976,0.378698225,0.48,0.37,0.527777778,0.424731183,0.75,0.125,0.75,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.421052632,0.331081081,0.673913043,0.666666667,0.567567568,0.833333333,0.438356164,0.35,0.789473684,0.875,0.8125,1.0,979,"[0.0, 0.0, 0.0, 0.0]","[0.625, 0.481481481, 0.574468085, 0.488636364]","[0.62, 0.48, 0.57, 0.48]","[0.64, 0.589285714, 0.574468085, 0.5]","[0.666666667, 0.333333333, 0.0, 0.25]","[0.66, 0.33, nan, 0.25]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846]","[0.5, 0.545454545, 1.0, 0.636363636]","[0.0, 0.705882353, 1.0, 0.629213483]","[0.333333333, 0.4, 0.586956522, 0.49132948]","[0.0, 0.0, 0.0, 0.5]","[0.692307692, 0.612903226, 0.0, 0.0]",[0.0],[0.602941176],[0.6],[0.6875],[1.0],[1.0],[1.0],[0.0],[0.0],[0.5],[0.909090909],[1.0],[0.5],[0.733333333],[0.5],Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Raquel Pennington,0.6153846153846154,0.4285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.917808219178082,0.5806451612903225
UFC 239: Jones vs. Santos,Amanda Nunes,Holly Holm,W,L,1.0,0.0,0.485714286,0.785714286,0.48,0.78,0.472222222,0.823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347826087,0.75,0.666666667,0.0,1.0,0.888888889,0.407407407,0.785714286,0.75,0.0,0.75,0.0,808,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.625, 0.481481481, 0.574468085, 0.488636364, 0.488188976]","[0.62, 0.48, 0.57, 0.48, 0.48]","[0.64, 0.589285714, 0.574468085, 0.5, 0.527777778]","[0.666666667, 0.333333333, 0.0, 0.25, 0.75]","[0.66, 0.33, nan, 0.25, 0.75]","[0.0, 2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846, 0.421052632]","[0.5, 0.545454545, 1.0, 0.636363636, 0.673913043]","[0.0, 0.705882353, 1.0, 0.629213483, 0.567567568]","[0.333333333, 0.4, 0.586956522, 0.49132948, 0.438356164]","[0.0, 0.0, 0.0, 0.5, 0.789473684]","[0.692307692, 0.612903226, 0.0, 0.0, 0.8125]","[0.0, 1.0, 0.0]","[0.20952381, 0.716981132, 0.193832599]","[0.2, 0.71, 0.19]","[0.224299065, 0.716981132, 0.206896552]","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.103658537, 0.659090909, 0.162561576]","[0.638888889, 1.0, 0.571428571]","[0.4, 1.0, 0.3]","[0.155080214, 0.688888889, 0.191111111]","[0.652173913, 1.0, 0.5]","[0.0, 0.75, 0.0]",Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Holly Holm,0.576923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,0.84,0.9315068493150684,0.6774193548387095
UFC 245: Usman vs. Covington,Amanda Nunes,Germaine de Randamie,W,L,0.0,0.0,0.429347826,0.547945205,0.42,0.54,0.590504451,0.72,0.727272727,0.0,0.72,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.388888889,0.395833333,0.666666667,0.733333333,0.75,1.0,0.326086957,0.452380952,0.666666667,0.923076923,0.459259259,0.5,737,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.625, 0.481481481, 0.574468085, 0.488636364, 0.488188976, 0.485714286]","[0.62, 0.48, 0.57, 0.48, 0.48, 0.48]","[0.64, 0.589285714, 0.574468085, 0.5, 0.527777778, 0.472222222]","[0.666666667, 0.333333333, 0.0, 0.25, 0.75, 0.0]","[0.66, 0.33, nan, 0.25, 0.75, 0.0]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846, 0.421052632, 0.347826087]","[0.5, 0.545454545, 1.0, 0.636363636, 0.673913043, 0.666666667]","[0.0, 0.705882353, 1.0, 0.629213483, 0.567567568, 1.0]","[0.333333333, 0.4, 0.586956522, 0.49132948, 0.438356164, 0.407407407]","[0.0, 0.0, 0.0, 0.5, 0.789473684, 0.75]","[0.692307692, 0.612903226, 0.0, 0.0, 0.8125, 0.75]","[0.0, 0.0, 0.0]","[0.609756098, 0.345238095, 0.533333333]","[0.6, 0.34, 0.53]","[0.713043478, 0.360465116, 0.64573991]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.225, 0.342105263, 0.318181818]","[1.0, 0.0, 0.85]","[0.944444444, 0.5, 0.818181818]","[0.355555556, 0.337349398, 0.433628319]","[0.918918919, 1.0, 0.861111111]","[0.0, 0.0, 0.0]",Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Germaine de Randamie,0.3846153846153846,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.7600000000000001,0.9452054794520548,0.8064516129032255
UFC 250: Nunes vs. Spencer,Amanda Nunes,Felicia Spencer,W,L,0.0,0.0,0.579439252,0.323076923,0.57,0.32,0.594594595,0.434782609,0.857142857,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.529411765,0.226415094,0.65,0.777777778,0.875,0.733333333,0.526011561,0.305084746,1.0,0.444444444,0.8,0.666666667,678,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.625, 0.481481481, 0.574468085, 0.488636364, 0.488188976, 0.485714286, 0.429347826]","[0.62, 0.48, 0.57, 0.48, 0.48, 0.48, 0.42]","[0.64, 0.589285714, 0.574468085, 0.5, 0.527777778, 0.472222222, 0.590504451]","[0.666666667, 0.333333333, 0.0, 0.25, 0.75, 0.0, 0.727272727]","[0.66, 0.33, nan, 0.25, 0.75, 0.0, 0.72]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846, 0.421052632, 0.347826087, 0.388888889]","[0.5, 0.545454545, 1.0, 0.636363636, 0.673913043, 0.666666667, 0.666666667]","[0.0, 0.705882353, 1.0, 0.629213483, 0.567567568, 1.0, 0.75]","[0.333333333, 0.4, 0.586956522, 0.49132948, 0.438356164, 0.407407407, 0.326086957]","[0.0, 0.0, 0.0, 0.5, 0.789473684, 0.75, 0.666666667]","[0.692307692, 0.612903226, 0.0, 0.0, 0.8125, 0.75, 0.459259259]",[0.0],[0.447058824],[0.44],[0.556521739],[0.0],[0.0],[0.0],[0.0],[0.0],[0.328125],[0.692307692],[1.0],[0.442857143],[0.333333333],[0.666666667],Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Felicia Spencer,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.44,0.9041095890410958,0.6129032258064515
UFC 259: Blachowicz vs. Adesanya,Amanda Nunes,Megan Anderson,W,L,0.0,0.0,0.72,0.4,0.72,0.4,0.730769231,0.4,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.681818182,0.0,0.0,1.0,1.0,1.0,0.625,0.4,0.0,0.0,0.888888889,0.0,574,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.625, 0.481481481, 0.574468085, 0.488636364, 0.488188976, 0.485714286, 0.429347826, 0.579439252]","[0.62, 0.48, 0.57, 0.48, 0.48, 0.48, 0.42, 0.57]","[0.64, 0.589285714, 0.574468085, 0.5, 0.527777778, 0.472222222, 0.590504451, 0.594594595]","[0.666666667, 0.333333333, 0.0, 0.25, 0.75, 0.0, 0.727272727, 0.857142857]","[0.66, 0.33, nan, 0.25, 0.75, 0.0, 0.72, 0.85]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846, 0.421052632, 0.347826087, 0.388888889, 0.529411765]","[0.5, 0.545454545, 1.0, 0.636363636, 0.673913043, 0.666666667, 0.666666667, 0.65]","[0.0, 0.705882353, 1.0, 0.629213483, 0.567567568, 1.0, 0.75, 0.875]","[0.333333333, 0.4, 0.586956522, 0.49132948, 0.438356164, 0.407407407, 0.326086957, 0.526011561]","[0.0, 0.0, 0.0, 0.5, 0.789473684, 0.75, 0.666666667, 1.0]","[0.692307692, 0.612903226, 0.0, 0.0, 0.8125, 0.75, 0.459259259, 0.8]","[0.0, 0.0]","[0.448275862, 0.333333333]","[0.44, 0.33]","[0.592592593, 0.333333333]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1.0, 0.0]","[0.0, 0.0]","[0.357142857, 0.25]","[0.6875, 1.0]","[0.0, 0.0]","[0.395833333, 0.333333333]","[0.7, 0.0]","[0.0, 0.0]",Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Megan Anderson,0.4230769230769231,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.4800000000000001,0.9863013698630136,0.8709677419354835
UFC 289: Nunes vs. Aldana,Amanda Nunes,Irene Aldana,W,L,0.0,0.0,0.531835206,0.286713287,0.53,0.28,0.606811146,0.358490566,0.461538462,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48989899,0.211864407,0.571428571,0.428571429,0.85,0.722222222,0.491452991,0.270676692,0.625,1.0,0.88,0.285714286,189,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.625, 0.481481481, 0.574468085, 0.488636364, 0.488188976, 0.485714286, 0.429347826, 0.579439252, 0.72, 0.464646465]","[0.62, 0.48, 0.57, 0.48, 0.48, 0.48, 0.42, 0.57, 0.72, 0.46]","[0.64, 0.589285714, 0.574468085, 0.5, 0.527777778, 0.472222222, 0.590504451, 0.594594595, 0.730769231, 0.517857143]","[0.666666667, 0.333333333, 0.0, 0.25, 0.75, 0.0, 0.727272727, 0.857142857, 0.0, 1.0]","[0.66, 0.33, nan, 0.25, 0.75, 0.0, 0.72, 0.85, nan, 1.0]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.642857143, 0.396226415, 0.534883721, 0.246153846, 0.421052632, 0.347826087, 0.388888889, 0.529411765, 0.681818182, 0.423529412]","[0.5, 0.545454545, 1.0, 0.636363636, 0.673913043, 0.666666667, 0.666666667, 0.65, 0.0, 0.333333333]","[0.0, 0.705882353, 1.0, 0.629213483, 0.567567568, 1.0, 0.75, 0.875, 1.0, 0.818181818]","[0.333333333, 0.4, 0.586956522, 0.49132948, 0.438356164, 0.407407407, 0.326086957, 0.526011561, 0.625, 0.453608247]","[0.0, 0.0, 0.0, 0.5, 0.789473684, 0.75, 0.666666667, 1.0, 0.0, 0.0]","[0.692307692, 0.612903226, 0.0, 0.0, 0.8125, 0.75, 0.459259259, 0.8, 0.888888889, 1.0]","[0.0, 0.0, 1.0]","[0.421875, 0.376681614, 0.366197183]","[0.42, 0.37, 0.36]","[0.421875, 0.379464286, 0.366197183]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.373333333, 0.278106509, 0.25]","[0.818181818, 0.642857143, 0.538461538]","[0.75, 0.7, 1.0]","[0.401709402, 0.369668246, 0.347826087]","[0.684210526, 0.5, 0.0]","[0.333333333, 0.0, 1.0]",Amanda Nunes,0.8846153846153847,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.5600000000000002,0.9315068493150684,0.6774193548387095,Irene Aldana,0.576923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.6,0.9452054794520548,0.6451612903225805
UFC 251: Usman vs. Masvidal,Amanda Ribas,Paige VanZant,W,L,0.0,0.0,0.857142857,0.6,0.85,0.6,0.866666667,0.666666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,1.0,0.666666667,0.75,0.75,1.0,0.0,0.0,0.0,669,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.72826087],[0.72],[0.825726141],[0.4],[0.4],[0.0],[2.0],[0.0],[0.671641791],[0.823529412],[1.0],[0.533333333],[0.814814815],[0.74],Amanda Ribas,0.4615384615384615,0.238095238095238,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,0.36,0.8767123287671232,0.4838709677419355,Paige VanZant,0.3076923076923077,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.3199999999999999,0.8767123287671232,0.4193548387096775
UFC 267: Blachowicz vs. Teixeira,Amanda Ribas,Virna Jandiroba,W,L,0.0,1.0,0.377682403,0.322580645,0.37,0.32,0.454212454,0.53125,0.2,0.125,0.2,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.304123711,0.326241135,0.625,0.285714286,0.933333333,0.0,0.370044053,0.310810811,0.666666667,0.25,0.0,1.0,478,[0.0],[0.857142857],[0.85],[0.866666667],[1.0],[1.0],[1.0],[0.0],[0.0],[1.0],[0.8],[1.0],[0.75],[1.0],[0.0],"[0.0, 0.0]","[0.8, 0.470149254]","[0.8, 0.47]","[0.8, 0.526315789]","[1.0, 1.0]","[1.0, 1.0]","[2.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.8, 0.407079646]","[0.0, 0.789473684]","[0.0, 1.0]","[0.0, 0.394495413]","[0.0, 0.782608696]","[0.8, 1.0]",Amanda Ribas,0.4615384615384615,0.238095238095238,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,0.36,0.8767123287671232,0.4838709677419355,Virna Jandiroba,0.8076923076923077,0.1428571428571428,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.6,0.8630136986301369,0.3548387096774195
UFC 275: Teixeira vs. Prochazka,Andre Fialho,Jake Matthews,L,W,0.0,1.0,0.352941176,0.528089888,0.35,0.52,0.365384615,0.528089888,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295454545,0.466666667,0.333333333,1.0,1.0,0.8,0.367346939,0.511627907,0.0,1.0,0.0,1.0,372,[1.0],[0.708333333],[0.7],[0.708333333],[0.0],[nan],[0.0],[0.0],[0.0],[0.631578947],[1.0],[1.0],[0.695652174],[0.0],[1.0],"[1.0, 0.0]","[0.486486486, 0.25]","[0.48, 0.25]","[0.534482759, 0.336842105]","[0.5, 0.0]","[0.5, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.475862069, 0.223684211]","[1.0, 0.428571429]","[0.0, 1.0]","[0.432989691, 0.231707317]","[1.0, 0.0]","[0.58, 1.0]",Andre Fialho,0.4210526315789473,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.375,0.9113924050632912,0.5227272727272729,Jake Matthews,0.5263157894736842,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.375,0.9050632911392404,0.4772727272727275
UFC 214: Cormier vs. Jones 2,Andre Fili,Calvin Kattar,L,W,0.0,0.0,0.361386139,0.46875,0.36,0.46,0.365853659,0.481927711,0.0,0.666666667,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.294797688,0.401459854,0.642857143,0.8,0.866666667,0.923076923,0.362694301,0.461538462,0.333333333,0.2,0.0,0.666666667,1100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Andre Fili,0.631578947368421,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.8987341772151899,0.5227272727272729,Calvin Kattar,0.6052631578947368,0.3809523809523809,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8987341772151899,0.4318181818181821
UFC 281: Adesanya vs. Pereira,Andre Petroski,Wellington Turman,W,L,0.0,0.0,0.4375,0.476744186,0.43,0.47,0.487394958,0.601694915,0.727272727,0.333333333,0.72,0.33,2.0,1.0,0.0,0.0,0.0,0.0,0.385542169,0.407407407,0.818181818,0.52173913,0.5,0.777777778,0.41025641,0.463414634,1.0,0.0,0.466666667,1.0,301,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Andre Petroski,0.2894736842105263,0.1904761904761904,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5416666666666667,0.9113924050632912,0.4772727272727275,Wellington Turman,0.4736842105263157,0.3809523809523809,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,0.2916666666666667,0.9113924050632912,0.4318181818181821
UFC 292: Sterling vs. O'Malley,Andre Petroski,Gerald Meerschaert,W,L,1.0,0.0,0.431818182,0.510067114,0.43,0.51,0.468531469,0.554216867,0.4,0.333333333,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.342105263,0.481481481,1.0,0.666666667,1.0,1.0,0.393162393,0.458015267,0.75,1.0,0.727272727,0.75,162,[0.0],[0.4375],[0.43],[0.487394958],[0.727272727],[0.72],[2.0],[0.0],[0.0],[0.385542169],[0.818181818],[0.5],[0.41025641],[1.0],[0.466666667],"[0.0, 0.0]","[0.517241379, 0.3]","[0.51, 0.3]","[0.517241379, 0.3]","[0.375, 0.0]","[0.37, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.541666667, 0.125]","[0.4, 1.0]","[0.0, 0.0]","[0.368421053, 0.3]","[0.666666667, 0.0]","[1.0, 0.0]",Andre Petroski,0.2894736842105263,0.1904761904761904,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5416666666666667,0.9113924050632912,0.4772727272727275,Gerald Meerschaert,0.9473684210526316,0.8095238095238095,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9240506329113924,0.6818181818181821
UFC 262: Oliveira vs. Chandler,Andrea Lee,Antonina Shevchenko,W,L,0.0,0.0,0.725806452,0.56097561,0.72,0.56,0.814814815,0.666666667,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.744186047,0.433333333,0.733333333,0.888888889,0.5,1.0,0.542857143,0.46875,1.0,0.888888889,0.952380952,0.0,546,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Andrea Lee,0.5,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.5600000000000002,0.9041095890410958,0.7096774193548385,Antonina Shevchenko,0.3846153846153846,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9315068493150684,0.5483870967741935
UFC 292: Sterling vs. O'Malley,Andrea Lee,Natalia Silva,L,W,0.0,0.0,0.344,0.402298851,0.34,0.4,0.344,0.402298851,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162162162,0.306306306,0.47826087,0.395348837,0.714285714,0.95,0.344,0.402298851,0.0,0.0,0.0,0.0,163,[0.0],[0.725806452],[0.72],[0.814814815],[1.0],[1.0],[3.0],[0.0],[0.0],[0.744186047],[0.733333333],[0.5],[0.542857143],[1.0],[0.952380952],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Andrea Lee,0.5,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.5600000000000002,0.9041095890410958,0.7096774193548385,Natalia Silva,0.6538461538461539,0.238095238095238,0.5,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,0.2400000000000001,0.8767123287671232,0.4193548387096775
UFC 298: Volkanovski vs. Topuria,Andrea Lee,Miranda Maverick,L,W,0.0,0.0,0.352941176,0.485294118,0.35,0.48,0.468253968,0.588888889,0.666666667,0.375,0.66,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.194444444,0.314606742,0.684210526,0.64,0.818181818,1.0,0.333333333,0.46875,1.0,0.75,0.333333333,0.0,90,"[0.0, 0.0]","[0.725806452, 0.344]","[0.72, 0.34]","[0.814814815, 0.344]","[1.0, 0.0]","[1.0, nan]","[3.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.744186047, 0.162162162]","[0.733333333, 0.47826087]","[0.5, 0.714285714]","[0.542857143, 0.344]","[1.0, 0.0]","[0.952380952, 0.0]","[0.0, 0.0]","[0.515789474, 0.473333333]","[0.51, 0.47]","[0.515789474, 0.603686636]","[0.0, 0.75]","[0.0, 0.75]","[0.0, 0.0]","[0.0, 1.0]","[0.0, 0.0]","[0.384615385, 0.432]","[0.714285714, 0.7]","[1.0, 0.6]","[0.515789474, 0.384]","[0.0, 1.0]","[0.0, 0.904761905]",Andrea Lee,0.5,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.5600000000000002,0.9041095890410958,0.7096774193548385,Miranda Maverick,0.6153846153846154,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.2400000000000001,0.8698630136986301,0.4516129032258065
