event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC Live: Hardy vs Lytle,Donald Cerrone,Charles Oliveira,W,L,0,0,30 of 60,10 of 29,50%,34%,32 of 63,10 of 29,0 of 0,0 of 0,---,---,0,0,0,0,0:12,0:00,22 of 49,5 of 19,2 of 4,3 of 6,6 of 7,2 of 4,14 of 34,10 of 27,1 of 2,0 of 2,15 of 24,0 of 0
UFC Live: Hardy vs Lytle,Amir Sadollah,Duane Ludwig,L,W,0,0,95 of 256,123 of 328,37%,37%,96 of 257,125 of 331,0 of 8,1 of 2,0%,50%,0,0,0,0,0:59,1:39,45 of 170,96 of 283,20 of 51,22 of 38,30 of 35,5 of 7,88 of 243,102 of 297,7 of 13,20 of 29,0 of 0,1 of 2
UFC Live: Hardy vs Lytle,CB Dollaway,Jared Hamman,L,W,0,0,19 of 40,53 of 113,47%,46%,28 of 51,109 of 184,3 of 7,0 of 0,42%,---,1,0,1,0,2:55,3:39,14 of 34,41 of 98,4 of 4,9 of 11,1 of 2,3 of 4,14 of 30,24 of 57,0 of 0,0 of 0,5 of 10,29 of 56
UFC Live: Hardy vs Lytle,Joseph Benavidez,Eddie Wineland,W,L,0,0,66 of 144,24 of 71,45%,33%,69 of 147,25 of 72,0 of 6,0 of 1,0%,0%,0,0,0,0,0:09,0:20,28 of 76,12 of 56,16 of 29,9 of 11,22 of 39,3 of 4,55 of 133,21 of 67,10 of 10,3 of 4,1 of 1,0 of 0
UFC Live: Hardy vs Lytle,Ed Herman,Kyle Noke,W,L,0,0,2 of 6,12 of 13,33%,92%,4 of 8,19 of 20,1 of 1,1 of 3,100%,33%,3,0,0,0,0:12,3:25,2 of 6,6 of 7,0 of 0,5 of 5,0 of 0,1 of 1,1 of 4,3 of 3,0 of 1,0 of 0,1 of 1,9 of 10
UFC Live: Hardy vs Lytle,Ronny Markes,Karlos Vemola,W,L,0,0,40 of 52,8 of 24,76%,33%,142 of 183,44 of 67,6 of 6,0 of 4,100%,0%,0,1,0,0,12:58,0:36,10 of 22,6 of 22,17 of 17,2 of 2,13 of 13,0 of 0,9 of 19,8 of 24,23 of 23,0 of 0,8 of 10,0 of 0
UFC Live: Hardy vs Lytle,Jimy Hettes,Alex Caceres,W,L,0,0,2 of 7,13 of 25,28%,52%,31 of 44,25 of 38,5 of 9,0 of 0,55%,---,2,0,1,2,4:31,2:11,2 of 6,8 of 19,0 of 1,4 of 5,0 of 0,1 of 1,0 of 4,3 of 8,0 of 0,3 of 4,2 of 3,7 of 13
UFC Live: Hardy vs Lytle,Cole Miller,TJ O'Brien,W,L,1,0,32 of 76,28 of 61,42%,45%,36 of 81,28 of 61,0 of 0,0 of 0,---,---,2,0,0,0,0:49,0:07,17 of 59,11 of 42,1 of 2,4 of 5,14 of 15,13 of 14,23 of 66,28 of 60,0 of 0,0 of 1,9 of 10,0 of 0
UFC Live: Hardy vs Lytle,Jacob Volkmann,Danny Castillo,W,L,0,0,6 of 16,22 of 30,37%,73%,39 of 51,47 of 57,3 of 5,1 of 4,60%,25%,6,0,0,1,7:47,3:06,4 of 13,2 of 10,1 of 2,9 of 9,1 of 1,11 of 11,3 of 13,7 of 15,0 of 0,3 of 3,3 of 3,12 of 12
UFC Live: Hardy vs Lytle,Edwin Figueroa,Jason Reinhardt,W,L,0,0,23 of 39,1 of 1,58%,100%,46 of 66,2 of 3,0 of 0,1 of 8,---,12%,1,0,1,0,1:56,1:10,15 of 31,1 of 1,5 of 5,0 of 0,3 of 3,0 of 0,4 of 13,1 of 1,1 of 1,0 of 0,18 of 25,0 of 0
UFC 133: Evans vs Ortiz 2,Rashad Evans,Tito Ortiz,W,L,0,0,48 of 97,5 of 27,49%,18%,77 of 135,6 of 28,1 of 1,1 of 1,100%,100%,0,1,0,0,5:05,1:04,42 of 91,4 of 21,5 of 5,1 of 4,1 of 1,0 of 2,8 of 28,1 of 19,12 of 20,4 of 8,28 of 49,0 of 0
UFC 133: Evans vs Ortiz 2,Vitor Belfort,Yoshihiro Akiyama,W,L,2,0,12 of 25,1 of 9,48%,11%,12 of 25,1 of 9,0 of 0,0 of 0,---,---,0,0,0,0,0:09,0:00,11 of 22,0 of 6,0 of 0,0 of 0,1 of 3,1 of 3,3 of 10,1 of 9,3 of 5,0 of 0,6 of 10,0 of 0
UFC 133: Evans vs Ortiz 2,Dennis Hallman,Brian Ebersole,L,W,0,0,0 of 1,19 of 24,0%,79%,2 of 4,49 of 58,1 of 1,0 of 0,100%,---,1,0,0,1,2:16,2:07,0 of 1,18 of 23,0 of 0,1 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,19 of 24
UFC 133: Evans vs Ortiz 2,Jorge Rivera,Constantinos Philippou,L,W,0,1,25 of 70,35 of 89,35%,39%,69 of 131,79 of 144,1 of 2,2 of 3,50%,66%,0,1,1,1,5:06,5:35,15 of 58,29 of 79,6 of 8,5 of 8,4 of 4,1 of 2,11 of 48,12 of 47,7 of 12,9 of 16,7 of 10,14 of 26
UFC 133: Evans vs Ortiz 2,Rory MacDonald,Mike Pyle,W,L,0,0,24 of 37,3 of 17,64%,17%,27 of 40,25 of 41,0 of 0,2 of 4,---,50%,2,0,0,0,1:49,1:01,21 of 34,1 of 15,0 of 0,0 of 0,3 of 3,2 of 2,4 of 9,1 of 13,1 of 2,2 of 3,19 of 26,0 of 1
UFC 133: Evans vs Ortiz 2,Matt Hamill,Alexander Gustafsson,L,W,0,1,13 of 34,37 of 98,38%,37%,13 of 35,41 of 104,0 of 6,0 of 0,0%,---,0,0,0,0,0:00,0:22,12 of 28,30 of 88,1 of 1,4 of 6,0 of 5,3 of 4,12 of 33,19 of 72,1 of 1,5 of 7,0 of 0,13 of 19
UFC 133: Evans vs Ortiz 2,Chad Mendes,Rani Yahya,W,L,0,0,35 of 72,15 of 87,48%,17%,46 of 83,43 of 115,5 of 5,0 of 5,100%,0%,0,0,0,0,4:44,0:00,20 of 42,8 of 70,3 of 5,3 of 6,12 of 25,4 of 11,24 of 59,15 of 85,1 of 1,0 of 2,10 of 12,0 of 0
UFC 133: Evans vs Ortiz 2,Ivan Menjivar,Nick Pace,W,L,0,0,61 of 181,31 of 116,33%,26%,87 of 208,34 of 121,0 of 1,2 of 4,0%,50%,0,1,0,0,0:01,3:04,25 of 117,23 of 98,15 of 29,3 of 9,21 of 35,5 of 9,56 of 172,28 of 109,5 of 9,2 of 5,0 of 0,1 of 2
UFC 133: Evans vs Ortiz 2,Johny Hendricks,Mike Pierce,W,L,0,0,54 of 121,37 of 99,44%,37%,90 of 159,81 of 145,1 of 6,1 of 4,16%,25%,0,0,0,0,1:52,3:10,31 of 92,25 of 81,15 of 18,9 of 15,8 of 11,3 of 3,24 of 80,13 of 60,30 of 41,21 of 36,0 of 0,3 of 3
UFC 133: Evans vs Ortiz 2,Mike Brown,Nam Phan,W,L,0,0,60 of 123,38 of 120,48%,31%,138 of 213,51 of 133,5 of 18,0 of 0,27%,---,0,0,0,0,8:37,0:00,48 of 100,26 of 104,7 of 17,11 of 15,5 of 6,1 of 1,25 of 80,38 of 120,6 of 8,0 of 0,29 of 35,0 of 0
UFC 133: Evans vs Ortiz 2,Rafael Natal,Paul Bradley,W,L,0,0,43 of 123,13 of 67,34%,19%,55 of 135,19 of 75,0 of 1,3 of 12,0%,25%,0,0,0,0,0:04,2:35,17 of 82,11 of 62,6 of 11,1 of 4,20 of 30,1 of 1,38 of 114,10 of 59,5 of 9,2 of 6,0 of 0,1 of 2
UFC 132: Cruz vs Faber,Dominick Cruz,Urijah Faber,W,L,0,0,90 of 238,50 of 170,37%,29%,97 of 246,58 of 181,4 of 13,1 of 5,30%,20%,0,0,1,0,2:17,0:45,50 of 171,31 of 131,27 of 48,12 of 26,13 of 19,7 of 13,82 of 225,36 of 145,8 of 13,14 of 25,0 of 0,0 of 0
UFC 132: Cruz vs Faber,Wanderlei Silva,Chris Leben,L,W,0,1,3 of 8,9 of 10,37%,90%,3 of 8,12 of 13,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,3 of 8,7 of 8,0 of 0,0 of 0,0 of 0,2 of 2,3 of 8,3 of 4,0 of 0,2 of 2,0 of 0,4 of 4
UFC 132: Cruz vs Faber,Dennis Siver,Matt Wiman,W,L,0,0,31 of 111,26 of 73,27%,35%,128 of 213,34 of 86,1 of 1,5 of 16,100%,31%,0,2,0,0,1:28,7:34,14 of 85,18 of 58,5 of 10,1 of 2,12 of 16,7 of 13,28 of 96,13 of 45,3 of 14,1 of 2,0 of 1,12 of 26
UFC 132: Cruz vs Faber,Tito Ortiz,Ryan Bader,W,L,1,0,6 of 16,4 of 21,37%,19%,7 of 17,4 of 21,0 of 0,0 of 0,---,---,1,0,0,0,0:06,0:09,4 of 12,1 of 13,1 of 1,0 of 0,1 of 3,3 of 8,5 of 14,4 of 21,0 of 0,0 of 0,1 of 2,0 of 0
UFC 132: Cruz vs Faber,Carlos Condit,Dong Hyun Kim,W,L,1,0,8 of 21,1 of 6,38%,16%,9 of 22,1 of 6,0 of 0,1 of 1,---,100%,1,0,1,0,0:09,0:14,7 of 17,1 of 5,0 of 1,0 of 1,1 of 3,0 of 0,3 of 15,1 of 6,0 of 0,0 of 0,5 of 6,0 of 0
UFC 132: Cruz vs Faber,Melvin Guillard,Shane Roller,W,L,2,0,17 of 42,1 of 13,40%,7%,17 of 42,1 of 13,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,11 of 30,1 of 10,3 of 8,0 of 3,3 of 4,0 of 0,11 of 33,1 of 13,2 of 2,0 of 0,4 of 7,0 of 0
UFC 132: Cruz vs Faber,George Sotiropoulos,Rafael Dos Anjos,L,W,0,1,2 of 24,2 of 10,8%,20%,2 of 24,2 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,0 of 18,1 of 8,1 of 3,0 of 0,1 of 3,1 of 2,2 of 24,2 of 10,0 of 0,0 of 0,0 of 0,0 of 0
UFC 132: Cruz vs Faber,Brian Bowles,Takeya Mizugaki,W,L,0,0,29 of 86,14 of 89,33%,15%,46 of 107,33 of 111,1 of 1,0 of 0,100%,---,0,0,0,0,6:09,0:24,14 of 69,10 of 77,15 of 17,0 of 3,0 of 0,4 of 9,17 of 74,13 of 83,12 of 12,1 of 6,0 of 0,0 of 0
UFC 132: Cruz vs Faber,Brad Tavares,Aaron Simpson,L,W,0,0,13 of 33,43 of 66,39%,65%,41 of 62,127 of 156,1 of 4,2 of 15,25%,13%,0,2,0,0,0:58,10:59,5 of 24,13 of 30,5 of 6,7 of 8,3 of 3,23 of 28,9 of 26,8 of 21,4 of 7,32 of 42,0 of 0,3 of 3
UFC 132: Cruz vs Faber,Anthony Njokuani,Andre Winner,W,L,0,0,116 of 211,15 of 114,54%,13%,118 of 214,17 of 116,2 of 3,0 of 1,66%,0%,0,0,0,0,1:06,0:25,61 of 140,8 of 92,31 of 39,6 of 14,24 of 32,1 of 8,75 of 153,10 of 105,41 of 58,5 of 9,0 of 0,0 of 0
UFC 132: Cruz vs Faber,Jeff Hougland,Donny Walker,W,L,0,0,61 of 116,31 of 83,52%,37%,104 of 165,82 of 137,1 of 5,0 of 0,20%,---,4,2,2,0,3:42,6:19,36 of 82,14 of 56,9 of 13,4 of 12,16 of 21,13 of 15,49 of 98,26 of 76,4 of 4,2 of 3,8 of 14,3 of 4
UFC Live: Kongo vs Barry,Cheick Kongo,Pat Barry,W,L,1,2,10 of 16,8 of 16,62%,50%,11 of 17,11 of 19,0 of 2,0 of 1,0%,0%,0,0,0,0,0:01,0:09,5 of 7,6 of 14,0 of 2,0 of 0,5 of 7,2 of 2,8 of 14,4 of 8,0 of 0,0 of 0,2 of 2,4 of 8
UFC Live: Kongo vs Barry,Charlie Brenneman,Rick Story,W,L,0,0,11 of 26,17 of 46,42%,36%,70 of 86,61 of 91,5 of 8,2 of 4,62%,50%,0,4,1,0,9:42,2:47,9 of 23,9 of 35,1 of 2,6 of 8,1 of 1,2 of 3,3 of 9,7 of 27,3 of 10,5 of 13,5 of 7,5 of 6
UFC Live: Kongo vs Barry,Matt Brown,John Howard,W,L,0,0,38 of 83,20 of 35,45%,57%,96 of 145,29 of 46,3 of 4,5 of 11,75%,45%,3,0,0,1,3:34,6:40,26 of 71,3 of 13,7 of 7,2 of 3,5 of 5,15 of 19,30 of 71,17 of 29,5 of 7,1 of 3,3 of 5,2 of 3
UFC Live: Kongo vs Barry,Christian Morecraft,Matt Mitrione,L,W,0,3,17 of 90,37 of 80,18%,46%,22 of 96,45 of 88,2 of 3,0 of 0,66%,---,0,0,1,0,1:49,0:53,12 of 81,25 of 64,1 of 4,1 of 2,4 of 5,11 of 14,16 of 89,33 of 74,1 of 1,2 of 3,0 of 0,2 of 3
UFC Live: Kongo vs Barry,Tyson Griffin,Manvel Gamburyan,W,L,0,0,67 of 125,32 of 71,53%,45%,100 of 163,42 of 84,0 of 3,2 of 12,0%,16%,0,0,0,0,3:48,2:38,22 of 75,17 of 55,17 of 17,8 of 8,28 of 33,7 of 8,43 of 98,21 of 58,21 of 22,9 of 10,3 of 5,2 of 3
UFC Live: Kongo vs Barry,Joe Stevenson,Javier Vazquez,L,W,0,0,27 of 76,62 of 161,35%,38%,29 of 78,107 of 209,0 of 3,3 of 5,0%,60%,1,1,0,0,1:21,4:14,18 of 62,54 of 151,6 of 10,8 of 9,3 of 4,0 of 1,27 of 74,56 of 151,0 of 2,1 of 3,0 of 0,5 of 7
UFC Live: Kongo vs Barry,Joe Lauzon,Curt Warburton,W,L,1,0,12 of 33,5 of 23,36%,21%,12 of 33,5 of 23,0 of 0,0 of 0,---,---,1,0,0,0,0:27,0:00,11 of 32,4 of 22,1 of 1,1 of 1,0 of 0,0 of 0,5 of 21,5 of 23,0 of 0,0 of 0,7 of 12,0 of 0
UFC Live: Kongo vs Barry,Daniel Roberts,Rich Attonito,L,W,0,1,23 of 66,66 of 101,34%,65%,26 of 69,113 of 153,1 of 7,1 of 2,14%,50%,1,0,0,1,1:19,5:44,9 of 46,40 of 73,11 of 15,15 of 17,3 of 5,11 of 11,18 of 61,29 of 46,5 of 5,6 of 11,0 of 0,31 of 44
UFC Live: Kongo vs Barry,Nik Lentz,Charles Oliveira,NC,NC,0,1,14 of 33,31 of 59,42%,52%,19 of 40,61 of 93,2 of 7,1 of 2,28%,50%,2,3,0,2,2:22,2:16,9 of 24,23 of 47,1 of 3,6 of 9,4 of 6,2 of 3,12 of 28,11 of 27,0 of 1,12 of 19,2 of 4,8 of 13
UFC Live: Kongo vs Barry,Ricardo Lamas,Matt Grice,W,L,1,0,16 of 32,6 of 30,50%,20%,16 of 32,18 of 42,1 of 3,0 of 1,33%,0%,0,0,0,0,1:49,0:00,9 of 23,4 of 23,1 of 2,1 of 3,6 of 7,1 of 4,12 of 23,6 of 27,3 of 4,0 of 3,1 of 5,0 of 0
UFC Live: Kongo vs Barry,Michael Johnson,Edward Faaloloto,W,L,1,0,27 of 73,17 of 43,36%,39%,29 of 75,21 of 47,1 of 1,0 of 0,100%,---,0,0,0,0,1:05,0:11,17 of 57,3 of 26,10 of 13,5 of 6,0 of 3,9 of 11,9 of 41,10 of 31,11 of 16,7 of 12,7 of 16,0 of 0
UFC 131: Dos Santos vs Carwin,Shane Carwin,Junior Dos Santos,L,W,0,1,20 of 86,88 of 188,23%,46%,22 of 88,104 of 212,1 of 3,2 of 2,33%,100%,0,0,0,0,0:56,0:44,17 of 83,73 of 165,0 of 0,10 of 18,3 of 3,5 of 5,20 of 86,67 of 157,0 of 0,2 of 2,0 of 0,19 of 29
UFC 131: Dos Santos vs Carwin,Kenny Florian,Diego Nunes,W,L,0,1,42 of 111,31 of 104,37%,29%,112 of 185,34 of 108,4 of 9,2 of 2,44%,100%,1,0,0,0,4:52,2:18,28 of 90,14 of 74,9 of 14,10 of 15,5 of 7,7 of 15,20 of 77,19 of 84,6 of 13,8 of 10,16 of 21,4 of 10
UFC 131: Dos Santos vs Carwin,Mark Munoz,Demian Maia,W,L,0,0,44 of 81,32 of 78,54%,41%,75 of 115,40 of 87,3 of 7,0 of 7,42%,0%,1,2,0,0,5:22,1:53,19 of 54,19 of 61,12 of 14,8 of 11,13 of 13,5 of 6,18 of 50,20 of 64,3 of 4,12 of 14,23 of 27,0 of 0
UFC 131: Dos Santos vs Carwin,Dave Herman,Jon Olav Einemo,W,L,1,0,55 of 96,34 of 70,57%,48%,60 of 101,36 of 74,1 of 1,1 of 4,100%,25%,0,0,0,0,0:44,1:54,33 of 70,28 of 62,11 of 12,4 of 6,11 of 14,2 of 2,27 of 51,23 of 55,13 of 22,11 of 15,15 of 23,0 of 0
UFC 131: Dos Santos vs Carwin,Vagner Rocha,Donald Cerrone,L,W,0,0,46 of 106,86 of 145,43%,59%,47 of 108,87 of 146,1 of 7,0 of 1,14%,0%,0,0,0,0,0:56,0:40,31 of 85,25 of 73,5 of 10,11 of 15,10 of 11,50 of 57,44 of 102,83 of 140,1 of 1,2 of 2,1 of 3,1 of 3
UFC 131: Dos Santos vs Carwin,Yves Edwards,Sam Stout,L,W,0,1,14 of 32,13 of 54,43%,24%,23 of 43,13 of 56,1 of 2,0 of 0,50%,---,0,0,0,0,1:15,0:02,8 of 23,5 of 43,4 of 7,5 of 7,2 of 2,3 of 4,14 of 32,13 of 54,0 of 0,0 of 0,0 of 0,0 of 0
UFC 131: Dos Santos vs Carwin,Jesse Bongfeldt,Chris Weidman,L,W,0,0,5 of 12,7 of 17,41%,41%,17 of 28,32 of 44,0 of 0,1 of 1,---,100%,0,1,0,0,0:00,3:45,1 of 7,5 of 14,3 of 3,1 of 1,1 of 2,1 of 2,2 of 9,1 of 7,3 of 3,2 of 2,0 of 0,4 of 8
UFC 131: Dos Santos vs Carwin,Mike Massenzio,Krzysztof Soszynski,L,W,0,0,17 of 39,66 of 126,43%,52%,28 of 51,112 of 179,2 of 17,0 of 0,11%,---,0,0,0,0,3:43,5:28,11 of 33,18 of 77,2 of 2,43 of 43,4 of 4,5 of 6,16 of 37,22 of 82,1 of 2,6 of 6,0 of 0,38 of 38
UFC 131: Dos Santos vs Carwin,Nick Ring,James Head,W,L,0,1,58 of 98,30 of 56,59%,53%,135 of 195,43 of 69,5 of 5,0 of 0,100%,---,1,0,0,0,8:59,0:23,31 of 66,21 of 47,10 of 12,8 of 8,17 of 20,1 of 1,30 of 64,21 of 45,5 of 6,8 of 10,23 of 28,1 of 1
UFC 131: Dos Santos vs Carwin,Dustin Poirier,Jason Young,W,L,0,0,77 of 146,57 of 161,52%,35%,84 of 154,102 of 208,5 of 9,0 of 0,55%,---,0,0,0,0,4:40,0:51,56 of 123,24 of 121,6 of 6,16 of 20,15 of 17,17 of 20,70 of 135,44 of 146,7 of 11,8 of 10,0 of 0,5 of 5
UFC 131: Dos Santos vs Carwin,Joey Beltran,Aaron Rosa,W,L,0,0,88 of 188,73 of 179,46%,40%,185 of 304,135 of 258,1 of 4,0 of 1,25%,0%,0,0,0,0,5:20,0:08,53 of 146,56 of 158,16 of 19,13 of 16,19 of 23,4 of 5,59 of 154,62 of 160,22 of 27,11 of 19,7 of 7,0 of 0
UFC 131: Dos Santos vs Carwin,Darren Elkins,Michihiro Omigawa,W,L,0,0,78 of 288,65 of 141,27%,46%,79 of 289,77 of 158,1 of 4,1 of 2,25%,50%,0,0,0,0,0:05,1:28,70 of 272,51 of 127,8 of 16,12 of 12,0 of 0,2 of 2,78 of 287,64 of 140,0 of 0,0 of 0,0 of 1,1 of 1
UFC 130: Rampage vs Hamill,Quinton Jackson,Matt Hamill,W,L,0,0,55 of 128,32 of 85,42%,37%,61 of 135,34 of 87,0 of 0,0 of 17,---,0%,0,0,0,0,1:02,1:15,30 of 98,17 of 63,21 of 26,1 of 3,4 of 4,14 of 19,33 of 94,29 of 77,22 of 34,3 of 8,0 of 0,0 of 0
UFC 130: Rampage vs Hamill,Frank Mir,Roy Nelson,W,L,0,0,46 of 65,21 of 51,70%,41%,82 of 103,46 of 77,6 of 8,0 of 1,75%,0%,0,0,0,0,7:24,4:00,28 of 46,13 of 42,16 of 17,3 of 4,2 of 2,5 of 5,14 of 23,9 of 23,22 of 32,12 of 28,10 of 10,0 of 0
UFC 130: Rampage vs Hamill,Stefan Struve,Travis Browne,L,W,0,1,10 of 23,17 of 36,43%,47%,10 of 23,17 of 37,0 of 0,1 of 1,---,100%,2,0,1,0,0:39,1:13,4 of 15,9 of 23,4 of 5,4 of 6,2 of 3,4 of 7,8 of 21,10 of 29,2 of 2,4 of 4,0 of 0,3 of 3
UFC 130: Rampage vs Hamill,Thiago Alves,Rick Story,L,W,0,0,41 of 111,62 of 169,36%,36%,54 of 125,79 of 187,1 of 3,4 of 14,33%,28%,0,0,0,0,1:00,7:39,34 of 102,30 of 129,3 of 3,13 of 19,4 of 6,19 of 21,35 of 97,34 of 130,6 of 14,27 of 38,0 of 0,1 of 1
UFC 130: Rampage vs Hamill,Brian Stann,Jorge Santiago,W,L,2,0,47 of 99,14 of 43,47%,32%,77 of 135,16 of 45,0 of 0,0 of 2,---,0%,0,0,0,0,1:42,0:15,26 of 73,10 of 38,4 of 6,2 of 2,17 of 20,2 of 3,32 of 75,13 of 40,0 of 0,1 of 3,15 of 24,0 of 0
UFC 130: Rampage vs Hamill,Miguel Torres,Demetrious Johnson,L,W,0,0,10 of 19,13 of 23,52%,56%,95 of 115,63 of 92,0 of 1,5 of 5,0%,100%,3,0,2,1,4:33,8:40,3 of 10,2 of 9,7 of 8,6 of 8,0 of 1,5 of 6,1 of 8,9 of 18,8 of 9,4 of 5,1 of 2,0 of 0
UFC 130: Rampage vs Hamill,Kendall Grove,Tim Boetsch,L,W,0,0,20 of 45,17 of 22,44%,77%,68 of 95,90 of 111,1 of 3,7 of 14,33%,50%,0,0,0,1,1:48,10:00,1 of 21,4 of 7,12 of 12,8 of 10,7 of 12,5 of 5,7 of 32,6 of 11,12 of 12,8 of 8,1 of 1,3 of 3
UFC 130: Rampage vs Hamill,Gleison Tibau,Rafaello Oliveira,W,L,1,0,19 of 56,12 of 48,33%,25%,38 of 77,15 of 51,3 of 3,0 of 3,100%,0%,2,0,0,0,2:21,0:14,18 of 54,4 of 36,1 of 2,6 of 9,0 of 0,2 of 3,8 of 41,11 of 47,2 of 2,1 of 1,9 of 13,0 of 0
UFC 130: Rampage vs Hamill,Michael McDonald,Chris Cariaso,W,L,0,0,32 of 67,44 of 85,47%,51%,37 of 72,55 of 98,1 of 2,1 of 4,50%,25%,0,0,0,0,2:09,1:38,19 of 53,12 of 51,4 of 5,17 of 17,9 of 9,15 of 17,30 of 65,43 of 81,0 of 0,1 of 3,2 of 2,0 of 1
UFC 130: Rampage vs Hamill,Cole Escovedo,Renan Barao,L,W,0,0,29 of 65,46 of 88,44%,52%,48 of 84,96 of 139,0 of 1,6 of 7,0%,85%,0,0,0,0,0:12,8:33,10 of 42,20 of 55,14 of 15,17 of 19,5 of 8,9 of 14,27 of 60,42 of 83,1 of 3,1 of 1,1 of 2,3 of 4
UFC 129: St-Pierre vs Shields,Georges St-Pierre,Jake Shields,W,L,0,0,85 of 245,78 of 401,34%,19%,92 of 252,96 of 423,2 of 3,0 of 6,66%,0%,0,0,0,0,0:47,0:20,54 of 190,34 of 318,21 of 45,27 of 44,10 of 10,17 of 39,82 of 239,78 of 399,1 of 1,0 of 2,2 of 5,0 of 0
UFC 129: St-Pierre vs Shields,Jose Aldo,Mark Hominick,W,L,1,0,94 of 215,71 of 181,43%,39%,131 of 258,147 of 274,5 of 9,1 of 2,55%,50%,1,0,0,0,9:13,4:18,72 of 191,50 of 148,4 of 5,17 of 25,18 of 19,4 of 8,66 of 166,50 of 149,0 of 0,1 of 1,28 of 49,20 of 31
UFC 129: St-Pierre vs Shields,Lyoto Machida,Randy Couture,W,L,1,0,15 of 47,5 of 23,31%,21%,17 of 49,5 of 24,0 of 0,0 of 3,---,0%,0,0,0,0,0:02,0:06,9 of 40,4 of 21,3 of 3,1 of 2,3 of 4,0 of 0,13 of 44,5 of 21,1 of 2,0 of 2,1 of 1,0 of 0
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko,Jason Brilz,W,L,1,0,8 of 9,1 of 1,88%,100%,8 of 9,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,8 of 9,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,5 of 6,1 of 1,0 of 0,0 of 0,3 of 3,0 of 0
UFC 129: St-Pierre vs Shields,Mark Bocek,Benson Henderson,L,W,0,0,11 of 34,56 of 126,32%,44%,36 of 62,114 of 190,4 of 11,3 of 4,36%,75%,2,0,1,0,4:27,5:32,6 of 26,26 of 88,3 of 5,19 of 25,2 of 3,11 of 13,4 of 20,13 of 58,4 of 7,30 of 44,3 of 7,13 of 24
UFC 129: St-Pierre vs Shields,Nate Diaz,Rory MacDonald,L,W,0,0,26 of 62,42 of 99,41%,42%,72 of 112,60 of 121,0 of 7,7 of 10,0%,70%,0,0,0,0,2:29,5:15,10 of 33,22 of 66,6 of 12,6 of 17,10 of 17,14 of 16,8 of 35,22 of 58,18 of 27,6 of 19,0 of 0,14 of 22
UFC 129: St-Pierre vs Shields,Jake Ellenberger,Sean Pierson,W,L,1,0,9 of 19,3 of 14,47%,21%,9 of 19,3 of 14,1 of 1,0 of 0,100%,---,0,0,0,0,0:08,0:00,6 of 13,3 of 13,1 of 3,0 of 0,2 of 3,0 of 1,7 of 16,3 of 14,1 of 2,0 of 0,1 of 1,0 of 0
UFC 129: St-Pierre vs Shields,Daniel Roberts,Claude Patrick,L,W,0,0,6 of 79,29 of 62,7%,46%,31 of 111,51 of 85,1 of 4,4 of 5,25%,80%,1,1,1,0,4:09,4:49,0 of 64,13 of 44,3 of 6,8 of 9,3 of 9,8 of 9,5 of 75,13 of 39,1 of 4,15 of 21,0 of 0,1 of 2
UFC 129: St-Pierre vs Shields,Ivan Menjivar,Charlie Valencia,W,L,1,0,8 of 24,5 of 10,33%,50%,12 of 29,5 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:13,0:00,5 of 18,1 of 4,2 of 4,3 of 3,1 of 2,1 of 3,0 of 10,2 of 7,4 of 5,3 of 3,4 of 9,0 of 0
UFC 129: St-Pierre vs Shields,Jason MacDonald,Ryan Jensen,W,L,0,0,0 of 1,0 of 5,0%,0%,0 of 1,6 of 12,0 of 1,0 of 0,0%,---,1,1,0,1,0:39,0:45,0 of 1,0 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 2,0 of 0,0 of 0,0 of 0,0 of 3
UFC 129: St-Pierre vs Shields,John Makdessi,Kyle Watson,W,L,1,0,50 of 98,25 of 141,51%,17%,55 of 103,25 of 141,0 of 0,0 of 3,---,0%,0,0,0,0,0:01,0:17,31 of 65,12 of 112,9 of 18,6 of 17,10 of 15,7 of 12,43 of 87,22 of 134,7 of 11,3 of 7,0 of 0,0 of 0
