event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC 156: Aldo vs Edgar,Yves Edwards,Isaac Vallie-Flagg,L,W,0,0,58 of 115,76 of 222,50%,34%,64 of 125,129 of 284,1 of 3,0 of 0,33%,---,0,0,0,0,2:51,2:14,32 of 82,47 of 180,14 of 20,18 of 27,12 of 13,11 of 15,46 of 98,52 of 179,12 of 17,24 of 43,0 of 0,0 of 0
UFC 156: Aldo vs Edgar,Chico Camus,Dustin Kimura,L,W,0,0,23 of 41,16 of 56,56%,28%,34 of 55,26 of 67,1 of 3,0 of 0,33%,---,0,5,1,1,6:18,0:56,12 of 28,13 of 50,4 of 5,3 of 4,7 of 8,0 of 2,15 of 31,9 of 44,3 of 3,2 of 3,5 of 7,5 of 9
UFC 156: Aldo vs Edgar,Edwin Figueroa,Francisco Rivera,L,W,1,1,24 of 97,51 of 127,24%,40%,36 of 109,54 of 131,1 of 1,2 of 2,100%,100%,0,0,0,0,2:08,1:07,18 of 85,25 of 89,4 of 8,8 of 12,2 of 4,18 of 26,19 of 89,44 of 115,1 of 2,2 of 3,4 of 6,5 of 9
UFC on FOX: Johnson vs Dodson,Demetrious Johnson,John Dodson,W,L,0,1,127 of 247,57 of 156,51%,36%,181 of 303,71 of 170,5 of 15,1 of 4,33%,25%,0,0,0,0,5:45,2:34,70 of 154,25 of 109,29 of 44,23 of 35,28 of 49,9 of 12,51 of 158,40 of 133,73 of 84,16 of 22,3 of 5,1 of 1
UFC on FOX: Johnson vs Dodson,Quinton Jackson,Glover Teixeira,L,W,0,1,53 of 169,80 of 179,31%,44%,54 of 170,103 of 207,0 of 4,5 of 5,0%,100%,0,0,0,0,0:05,3:38,45 of 161,70 of 164,5 of 5,9 of 14,3 of 3,1 of 1,49 of 158,48 of 131,4 of 11,9 of 13,0 of 0,23 of 35
UFC on FOX: Johnson vs Dodson,Anthony Pettis,Donald Cerrone,W,L,1,0,18 of 28,4 of 12,64%,33%,18 of 28,4 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,13 of 21,2 of 8,4 of 6,1 of 2,1 of 1,1 of 2,16 of 26,4 of 12,0 of 0,0 of 0,2 of 2,0 of 0
UFC on FOX: Johnson vs Dodson,Erik Koch,Ricardo Lamas,L,W,0,0,14 of 44,32 of 56,31%,57%,25 of 55,40 of 65,0 of 0,2 of 8,---,25%,0,0,0,0,0:20,3:15,9 of 37,18 of 36,2 of 3,7 of 9,3 of 4,7 of 11,12 of 42,10 of 29,2 of 2,7 of 7,0 of 0,15 of 20
UFC on FOX: Johnson vs Dodson,TJ Grant,Matt Wiman,W,L,1,0,54 of 93,18 of 57,58%,31%,56 of 96,18 of 58,0 of 0,0 of 1,---,0%,0,0,0,0,1:10,0:00,37 of 73,9 of 44,15 of 18,2 of 5,2 of 2,7 of 8,25 of 54,16 of 51,20 of 24,2 of 6,9 of 15,0 of 0
UFC on FOX: Johnson vs Dodson,Clay Guida,Hatsu Hioki,W,L,0,0,26 of 112,41 of 99,23%,41%,40 of 136,74 of 138,3 of 6,0 of 0,50%,---,0,1,0,0,8:33,0:10,14 of 85,29 of 74,2 of 9,9 of 20,10 of 18,3 of 5,22 of 100,36 of 91,1 of 2,2 of 5,3 of 10,3 of 3
UFC on FOX: Johnson vs Dodson,Mike Stumpf,Pascal Krauss,L,W,0,0,63 of 142,163 of 309,44%,52%,87 of 169,197 of 344,2 of 8,1 of 2,25%,50%,0,1,0,0,2:30,3:45,26 of 95,115 of 254,16 of 26,19 of 26,21 of 21,29 of 29,51 of 122,116 of 242,12 of 19,44 of 64,0 of 1,3 of 3
UFC on FOX: Johnson vs Dodson,Ryan Bader,Vladimir Matyushenko,W,L,1,0,3 of 6,0 of 4,50%,0%,3 of 6,1 of 5,0 of 0,0 of 0,---,---,1,0,0,0,0:06,0:14,2 of 5,0 of 4,0 of 0,0 of 0,1 of 1,0 of 0,3 of 4,0 of 4,0 of 0,0 of 0,0 of 2,0 of 0
UFC on FOX: Johnson vs Dodson,Mike Russow,Shawn Jordan,L,W,0,0,25 of 45,42 of 72,55%,58%,29 of 51,56 of 88,1 of 6,2 of 2,16%,100%,0,0,0,0,3:38,2:04,25 of 45,39 of 68,0 of 0,3 of 4,0 of 0,0 of 0,15 of 27,11 of 36,10 of 18,9 of 13,0 of 0,22 of 23
UFC on FOX: Johnson vs Dodson,Rafael Natal,Sean Spencer,W,L,0,0,64 of 111,12 of 84,57%,14%,122 of 170,14 of 86,4 of 6,0 of 0,66%,---,4,0,0,0,5:42,0:11,47 of 92,11 of 78,6 of 8,1 of 5,11 of 11,0 of 1,25 of 60,11 of 82,1 of 2,1 of 2,38 of 49,0 of 0
UFC on FOX: Johnson vs Dodson,Simeon Thoresen,David Mitchell,L,W,0,0,49 of 115,60 of 159,42%,37%,52 of 119,121 of 234,1 of 1,1 of 2,100%,50%,0,2,0,1,3:37,4:02,36 of 98,52 of 145,6 of 9,7 of 10,7 of 8,1 of 4,39 of 93,41 of 120,10 of 20,6 of 14,0 of 2,13 of 25
UFC on FX: Belfort vs Bisping,Vitor Belfort,Michael Bisping,W,L,1,0,18 of 53,14 of 66,33%,21%,19 of 54,14 of 66,0 of 0,0 of 1,---,0%,0,0,0,0,0:06,0:00,12 of 46,8 of 57,6 of 7,0 of 2,0 of 0,6 of 7,12 of 44,14 of 65,1 of 2,0 of 1,5 of 7,0 of 0
UFC on FX: Belfort vs Bisping,Daniel Sarafian,CB Dollaway,L,W,1,0,38 of 98,62 of 152,38%,40%,41 of 102,73 of 164,0 of 6,2 of 6,0%,33%,0,0,0,1,1:57,2:26,26 of 75,47 of 134,12 of 23,9 of 12,0 of 0,6 of 6,35 of 95,43 of 121,2 of 2,2 of 5,1 of 1,17 of 26
UFC on FX: Belfort vs Bisping,Gabriel Gonzaga,Ben Rothwell,W,L,0,0,17 of 28,12 of 27,60%,44%,20 of 31,15 of 32,3 of 8,0 of 0,37%,---,1,0,0,0,2:18,0:37,11 of 20,10 of 25,5 of 7,2 of 2,1 of 1,0 of 0,9 of 16,9 of 22,8 of 12,3 of 5,0 of 0,0 of 0
UFC on FX: Belfort vs Bisping,Thiago Tavares,Khabib Nurmagomedov,L,W,0,1,2 of 10,22 of 31,20%,70%,2 of 10,22 of 31,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:13,0 of 7,22 of 29,1 of 2,0 of 2,1 of 1,0 of 0,2 of 10,5 of 12,0 of 0,0 of 0,0 of 0,17 of 19
UFC on FX: Belfort vs Bisping,Godofredo Pepey,Milton Vieira,W,L,0,0,36 of 76,17 of 34,47%,50%,104 of 153,58 of 84,0 of 1,5 of 6,0%,83%,0,0,1,0,4:12,6:01,18 of 56,8 of 25,5 of 5,6 of 6,13 of 15,3 of 3,26 of 64,12 of 28,4 of 6,3 of 3,6 of 6,2 of 3
UFC on FX: Belfort vs Bisping,Ronny Markes,Andrew Craig,W,L,0,0,5 of 9,20 of 29,55%,68%,28 of 32,90 of 106,2 of 12,0 of 1,16%,0%,2,0,0,1,8:49,2:59,3 of 7,12 of 21,1 of 1,7 of 7,1 of 1,1 of 1,3 of 7,5 of 13,1 of 1,6 of 6,1 of 1,9 of 10
UFC on FX: Belfort vs Bisping,Diego Nunes,Nik Lentz,L,W,0,0,18 of 32,56 of 74,56%,75%,19 of 33,205 of 234,0 of 0,10 of 21,---,47%,0,0,0,0,0:00,12:13,12 of 24,34 of 51,4 of 6,7 of 7,2 of 2,15 of 16,13 of 25,9 of 21,3 of 5,16 of 17,2 of 2,31 of 36
UFC on FX: Belfort vs Bisping,Edson Barboza,Lucas Martins,W,L,1,0,26 of 45,12 of 31,57%,38%,29 of 49,12 of 31,0 of 0,0 of 0,---,---,0,0,0,0,0:10,0:00,15 of 30,9 of 27,3 of 5,2 of 2,8 of 10,1 of 2,20 of 36,12 of 31,0 of 0,0 of 0,6 of 9,0 of 0
UFC on FX: Belfort vs Bisping,Iuri Alcantara,Pedro Nobre,NC,NC,0,0,20 of 31,3 of 10,64%,30%,26 of 38,3 of 10,1 of 1,0 of 1,100%,0%,1,0,0,0,1:07,0:03,17 of 25,1 of 7,3 of 5,1 of 1,0 of 1,1 of 2,6 of 16,3 of 10,0 of 0,0 of 0,14 of 15,0 of 0
UFC on FX: Belfort vs Bisping,Wagner Prado,Ildemar Alcantara,L,W,0,0,28 of 53,24 of 55,52%,43%,41 of 70,39 of 70,0 of 1,2 of 3,0%,66%,0,3,1,0,1:13,1:26,14 of 30,10 of 36,14 of 22,12 of 17,0 of 1,2 of 2,25 of 48,22 of 52,3 of 3,2 of 3,0 of 2,0 of 0
UFC on FX: Belfort vs Bisping,Francisco Trinaldo,CJ Keith,W,L,0,0,12 of 19,3 of 9,63%,33%,27 of 34,5 of 11,2 of 5,0 of 1,40%,0%,1,0,0,1,3:59,1:07,5 of 10,2 of 6,5 of 5,0 of 1,2 of 4,1 of 2,1 of 4,1 of 7,4 of 6,0 of 0,7 of 9,2 of 2
UFC 155: Dos Santos vs Velasquez II,Junior Dos Santos,Cain Velasquez,L,W,0,1,57 of 137,111 of 224,41%,49%,66 of 146,210 of 339,0 of 1,11 of 33,0%,33%,0,0,0,0,1:03,13:55,32 of 102,82 of 193,25 of 35,25 of 27,0 of 0,4 of 4,43 of 117,35 of 122,14 of 20,39 of 53,0 of 0,37 of 49
UFC 155: Dos Santos vs Velasquez II,Jim Miller,Joe Lauzon,W,L,0,0,91 of 204,35 of 123,44%,28%,96 of 210,40 of 128,1 of 1,0 of 1,100%,0%,2,3,0,1,3:11,2:07,61 of 164,25 of 109,19 of 25,6 of 8,11 of 15,4 of 6,57 of 158,26 of 109,27 of 36,7 of 11,7 of 10,2 of 3
UFC 155: Dos Santos vs Velasquez II,Tim Boetsch,Constantinos Philippou,L,W,1,0,25 of 53,28 of 74,47%,37%,41 of 74,56 of 108,2 of 8,0 of 0,25%,---,0,0,0,0,3:09,2:49,8 of 28,27 of 70,13 of 21,1 of 3,4 of 4,0 of 1,13 of 37,5 of 34,11 of 14,6 of 9,1 of 2,17 of 31
UFC 155: Dos Santos vs Velasquez II,Yushin Okami,Alan Belcher,W,L,0,0,20 of 44,6 of 28,45%,21%,81 of 115,15 of 39,1 of 5,0 of 0,20%,---,0,2,0,0,8:01,3:23,14 of 38,4 of 26,5 of 5,0 of 0,1 of 1,2 of 2,5 of 26,6 of 28,2 of 3,0 of 0,13 of 15,0 of 0
UFC 155: Dos Santos vs Velasquez II,Chris Leben,Derek Brunson,L,W,0,0,40 of 94,41 of 130,42%,31%,103 of 164,76 of 174,0 of 0,4 of 13,---,30%,0,1,0,0,0:00,7:21,20 of 69,30 of 109,2 of 2,4 of 7,18 of 23,7 of 14,36 of 89,29 of 105,4 of 5,2 of 4,0 of 0,10 of 21
UFC 155: Dos Santos vs Velasquez II,Brad Pickett,Eddie Wineland,L,W,0,1,67 of 212,90 of 294,31%,30%,67 of 212,90 of 294,0 of 0,0 of 2,---,0%,0,0,0,0,0:02,0:00,33 of 154,83 of 276,16 of 33,7 of 18,18 of 25,0 of 0,67 of 212,90 of 294,0 of 0,0 of 0,0 of 0,0 of 0
UFC 155: Dos Santos vs Velasquez II,Erik Perez,Byron Bloodworth,W,L,1,0,40 of 58,8 of 11,68%,72%,49 of 72,9 of 12,0 of 0,0 of 0,---,---,0,0,0,0,3:19,0:09,23 of 41,3 of 5,13 of 13,4 of 5,4 of 4,1 of 1,3 of 6,3 of 5,16 of 16,5 of 6,21 of 36,0 of 0
UFC 155: Dos Santos vs Velasquez II,Melvin Guillard,Jamie Varner,L,W,0,0,57 of 112,32 of 97,50%,32%,62 of 117,66 of 148,0 of 1,7 of 10,0%,70%,1,1,0,0,0:59,3:55,31 of 85,23 of 83,10 of 11,7 of 12,16 of 16,2 of 2,49 of 101,27 of 86,3 of 3,5 of 11,5 of 8,0 of 0
UFC 155: Dos Santos vs Velasquez II,Michael Johnson,Myles Jury,L,W,0,0,6 of 41,56 of 121,14%,46%,10 of 45,125 of 209,0 of 0,3 of 6,---,50%,0,1,0,0,0:00,10:30,2 of 28,48 of 112,1 of 6,0 of 1,3 of 7,8 of 8,5 of 40,10 of 44,1 of 1,2 of 2,0 of 0,44 of 75
UFC 155: Dos Santos vs Velasquez II,Philip De Fries,Todd Duffee,L,W,0,1,7 of 13,20 of 31,53%,64%,12 of 18,22 of 33,1 of 1,0 of 0,100%,---,0,0,0,0,0:54,0:33,7 of 12,14 of 24,0 of 1,5 of 6,0 of 0,1 of 1,0 of 5,13 of 21,7 of 8,7 of 10,0 of 0,0 of 0
UFC 155: Dos Santos vs Velasquez II,Leonard Garcia,Max Holloway,L,W,0,1,89 of 359,120 of 269,24%,44%,92 of 367,122 of 273,2 of 4,0 of 0,50%,---,0,0,0,0,1:38,0:08,64 of 320,68 of 193,10 of 24,38 of 61,15 of 15,14 of 15,82 of 346,114 of 261,7 of 12,6 of 7,0 of 1,0 of 1
UFC 155: Dos Santos vs Velasquez II,Chris Cariaso,John Moraga,L,W,0,0,39 of 122,26 of 74,31%,35%,41 of 124,31 of 79,1 of 2,2 of 2,50%,100%,0,1,0,0,0:36,1:28,19 of 93,15 of 52,10 of 19,8 of 18,10 of 10,3 of 4,34 of 108,21 of 65,5 of 12,5 of 9,0 of 2,0 of 0
UFC on FX: Sotiropoulos vs Pearson,George Sotiropoulos,Ross Pearson,L,W,0,2,34 of 113,50 of 100,30%,50%,35 of 114,53 of 103,1 of 6,0 of 1,16%,0%,0,0,0,0,1:31,0:18,27 of 98,32 of 81,6 of 14,12 of 13,1 of 1,6 of 6,31 of 106,40 of 88,3 of 7,9 of 11,0 of 0,1 of 1
UFC on FX: Sotiropoulos vs Pearson,Robert Whittaker,Brad Scott,W,L,1,0,83 of 202,55 of 171,41%,32%,89 of 208,82 of 205,0 of 0,1 of 5,---,20%,0,0,0,0,0:22,4:15,64 of 172,29 of 133,15 of 25,18 of 29,4 of 5,8 of 9,60 of 167,42 of 154,17 of 24,11 of 15,6 of 11,2 of 2
UFC on FX: Sotiropoulos vs Pearson,Colin Fletcher,Norman Parke,L,W,0,0,56 of 141,42 of 98,39%,42%,66 of 154,48 of 105,0 of 0,6 of 9,---,66%,0,0,0,0,0:35,6:51,21 of 85,29 of 77,10 of 24,6 of 13,25 of 32,7 of 8,54 of 136,35 of 89,2 of 5,1 of 2,0 of 0,6 of 7
UFC on FX: Sotiropoulos vs Pearson,Hector Lombard,Rousimar Palhares,W,L,2,0,24 of 46,6 of 13,52%,46%,26 of 48,6 of 13,0 of 0,0 of 0,---,---,0,0,0,0,0:45,0:00,23 of 43,0 of 6,1 of 3,2 of 2,0 of 0,4 of 5,15 of 33,6 of 13,2 of 3,0 of 0,7 of 10,0 of 0
UFC on FX: Sotiropoulos vs Pearson,Chad Mendes,Yaotzin Meza,W,L,1,0,10 of 13,2 of 15,76%,13%,11 of 14,2 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,4 of 6,0 of 10,2 of 2,1 of 2,4 of 5,1 of 3,8 of 11,2 of 15,0 of 0,0 of 0,2 of 2,0 of 0
UFC on FX: Sotiropoulos vs Pearson,Igor Pokrajac,Joey Beltran,NC,NC,0,0,48 of 94,65 of 139,51%,46%,63 of 111,206 of 299,0 of 2,0 of 3,0%,0%,0,0,0,0,1:56,9:27,39 of 84,32 of 101,6 of 7,22 of 27,3 of 3,11 of 11,34 of 77,20 of 87,14 of 17,45 of 52,0 of 0,0 of 0
UFC on FX: Sotiropoulos vs Pearson,Mike Pierce,Seth Baczynski,W,L,0,0,16 of 48,34 of 106,33%,32%,51 of 93,94 of 185,6 of 12,0 of 0,50%,---,0,0,0,0,10:04,0:11,16 of 48,24 of 95,0 of 0,7 of 8,0 of 0,3 of 3,10 of 35,33 of 103,3 of 4,1 of 3,3 of 9,0 of 0
UFC on FX: Sotiropoulos vs Pearson,Ben Alloway,Manuel Rodriguez,W,L,1,0,16 of 26,4 of 12,61%,33%,18 of 28,17 of 25,0 of 0,3 of 4,---,75%,0,0,0,0,0:28,3:39,10 of 19,4 of 12,3 of 3,0 of 0,3 of 4,0 of 0,9 of 17,4 of 12,2 of 4,0 of 0,5 of 5,0 of 0
UFC on FX: Sotiropoulos vs Pearson,Brendan Loughnane,Mike Wilkinson,L,W,1,0,75 of 119,54 of 159,63%,33%,96 of 142,119 of 240,0 of 2,1 of 12,0%,8%,0,0,0,0,1:54,3:52,36 of 77,29 of 124,11 of 12,9 of 10,28 of 30,16 of 25,67 of 109,45 of 145,8 of 10,7 of 12,0 of 0,2 of 2
UFC on FX: Sotiropoulos vs Pearson,Nick Penner,Cody Donovan,L,W,1,1,7 of 18,19 of 27,38%,70%,23 of 37,31 of 44,0 of 0,1 of 1,---,100%,0,0,0,0,1:48,0:59,6 of 17,9 of 16,1 of 1,9 of 10,0 of 0,1 of 1,5 of 12,6 of 11,1 of 3,8 of 9,1 of 3,5 of 7
UFC on FOX: Henderson vs Diaz,Benson Henderson,Nate Diaz,W,L,1,0,124 of 198,30 of 83,62%,36%,183 of 259,95 of 160,8 of 12,0 of 6,66%,0%,0,2,0,0,17:00,0:44,63 of 126,8 of 55,29 of 33,12 of 18,32 of 39,10 of 10,26 of 51,5 of 52,31 of 37,25 of 31,67 of 110,0 of 0
UFC on FOX: Henderson vs Diaz,Mauricio Rua,Alexander Gustafsson,L,W,0,0,41 of 95,72 of 156,43%,46%,51 of 105,128 of 215,1 of 3,6 of 12,33%,50%,1,0,0,0,1:28,3:52,23 of 69,57 of 134,7 of 13,9 of 13,11 of 13,6 of 9,27 of 76,47 of 123,14 of 19,10 of 14,0 of 0,15 of 19
UFC on FOX: Henderson vs Diaz,BJ Penn,Rory MacDonald,L,W,0,0,24 of 89,116 of 203,26%,57%,53 of 119,125 of 212,0 of 2,1 of 3,0%,33%,0,0,0,0,0:56,2:31,20 of 82,78 of 148,4 of 7,29 of 41,0 of 0,9 of 14,21 of 84,105 of 185,3 of 5,10 of 16,0 of 0,1 of 2
UFC on FOX: Henderson vs Diaz,Mike Swick,Matt Brown,L,W,0,1,9 of 29,25 of 39,31%,64%,19 of 42,37 of 52,0 of 2,1 of 1,0%,100%,0,2,0,0,3:01,1:01,9 of 29,13 of 26,0 of 0,12 of 13,0 of 0,0 of 0,5 of 25,8 of 18,3 of 3,15 of 19,1 of 1,2 of 2
UFC on FOX: Henderson vs Diaz,Yves Edwards,Jeremy Stephens,W,L,1,0,8 of 21,5 of 21,38%,23%,12 of 26,6 of 22,0 of 1,0 of 1,0%,0%,0,0,0,0,0:06,0:02,5 of 16,3 of 18,1 of 2,1 of 1,2 of 3,1 of 2,6 of 19,4 of 20,0 of 0,1 of 1,2 of 2,0 of 0
UFC on FOX: Henderson vs Diaz,Raphael Assuncao,Mike Easton,W,L,0,0,57 of 156,30 of 155,36%,19%,60 of 159,34 of 159,0 of 6,0 of 3,0%,0%,0,0,0,0,2:24,0:01,28 of 118,7 of 118,6 of 12,3 of 14,23 of 26,20 of 23,45 of 140,29 of 153,12 of 16,1 of 2,0 of 0,0 of 0
UFC on FOX: Henderson vs Diaz,Ramsey Nijem,Joe Proctor,W,L,1,0,49 of 117,21 of 68,41%,30%,117 of 204,36 of 84,5 of 10,0 of 0,50%,---,0,4,0,0,7:53,2:27,35 of 92,17 of 61,9 of 18,2 of 4,5 of 7,2 of 3,32 of 81,17 of 58,9 of 20,3 of 9,8 of 16,1 of 1
UFC on FOX: Henderson vs Diaz,Daron Cruickshank,Henry Martinez,W,L,1,0,52 of 91,21 of 102,57%,20%,55 of 95,29 of 123,0 of 0,0 of 2,---,0%,0,0,0,0,0:01,2:09,28 of 61,16 of 93,21 of 27,1 of 4,3 of 3,4 of 5,30 of 57,17 of 87,22 of 34,4 of 15,0 of 0,0 of 0
UFC on FOX: Henderson vs Diaz,Marcus LeVesseur,Abel Trujillo,L,W,0,1,9 of 16,57 of 75,56%,76%,11 of 19,94 of 117,2 of 10,1 of 1,20%,100%,0,2,0,0,4:08,3:03,3 of 7,22 of 36,1 of 1,28 of 32,5 of 8,7 of 7,3 of 6,1 of 10,6 of 10,28 of 33,0 of 0,28 of 32
UFC on FOX: Henderson vs Diaz,Dennis Siver,Nam Phan,W,L,0,0,128 of 273,24 of 120,46%,20%,222 of 389,24 of 120,2 of 4,0 of 0,50%,---,0,0,0,0,7:03,0:00,91 of 216,17 of 94,15 of 32,2 of 19,22 of 25,5 of 7,87 of 222,24 of 120,2 of 3,0 of 0,39 of 48,0 of 0
UFC on FOX: Henderson vs Diaz,Scott Jorgensen,John Albert,W,L,0,0,12 of 18,5 of 10,66%,50%,16 of 22,10 of 15,0 of 1,0 of 0,0%,---,1,1,0,1,4:28,0:13,8 of 14,5 of 10,3 of 3,0 of 0,1 of 1,0 of 0,1 of 4,3 of 8,0 of 0,0 of 0,11 of 14,2 of 2
UFC 154: St-Pierre vs Condit,Georges St-Pierre,Carlos Condit,W,L,0,1,71 of 132,36 of 148,53%,24%,172 of 237,190 of 323,7 of 8,0 of 0,87%,---,0,0,0,1,14:57,1:04,52 of 104,27 of 117,14 of 16,4 of 13,5 of 12,5 of 18,26 of 67,23 of 128,0 of 1,0 of 1,45 of 64,13 of 19
UFC 154: St-Pierre vs Condit,Johny Hendricks,Martin Kampmann,W,L,1,0,3 of 7,0 of 4,42%,0%,3 of 7,0 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,3 of 7,0 of 3,0 of 0,0 of 1,0 of 0,0 of 0,2 of 6,0 of 4,0 of 0,0 of 0,1 of 1,0 of 0
UFC 154: St-Pierre vs Condit,Francis Carmont,Tom Lawlor,W,L,0,0,34 of 84,20 of 75,40%,26%,44 of 94,31 of 89,0 of 2,2 of 8,0%,25%,1,2,0,0,1:32,6:47,15 of 57,14 of 67,15 of 22,0 of 2,4 of 5,6 of 6,16 of 56,18 of 68,17 of 24,2 of 6,1 of 4,0 of 1
UFC 154: St-Pierre vs Condit,Mark Bocek,Rafael Dos Anjos,L,W,0,0,19 of 59,54 of 134,32%,40%,33 of 73,90 of 172,0 of 11,4 of 5,0%,80%,1,0,0,0,3:42,4:09,4 of 38,33 of 103,3 of 6,14 of 21,12 of 15,7 of 10,12 of 47,26 of 90,7 of 12,20 of 30,0 of 0,8 of 14
UFC 154: St-Pierre vs Condit,Mark Hominick,Pablo Garza,L,W,1,0,39 of 66,83 of 197,59%,42%,78 of 109,149 of 275,1 of 1,2 of 5,100%,40%,0,1,0,0,1:00,8:24,18 of 39,54 of 161,14 of 19,19 of 26,7 of 8,10 of 10,26 of 50,39 of 117,1 of 2,4 of 10,12 of 14,40 of 70
UFC 154: St-Pierre vs Condit,Patrick Cote,Alessio Sakara,W,L,0,1,14 of 33,24 of 34,42%,70%,14 of 33,24 of 34,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:13,9 of 27,19 of 26,3 of 3,5 of 8,2 of 3,0 of 0,8 of 23,3 of 10,6 of 10,12 of 14,0 of 0,9 of 10
UFC 154: St-Pierre vs Condit,Cyrille Diabate,Chad Griggs,W,L,1,0,6 of 7,2 of 3,85%,66%,9 of 10,4 of 6,2 of 2,1 of 2,100%,50%,1,0,0,0,1:56,0:07,6 of 6,0 of 1,0 of 1,1 of 1,0 of 0,1 of 1,1 of 2,2 of 2,3 of 3,0 of 1,2 of 2,0 of 0
UFC 154: St-Pierre vs Condit,Sam Stout,John Makdessi,L,W,0,0,63 of 369,84 of 157,17%,53%,63 of 369,84 of 157,0 of 5,0 of 0,0%,---,0,0,0,0,0:00,0:00,31 of 318,66 of 125,16 of 33,9 of 20,16 of 18,9 of 12,62 of 366,82 of 155,0 of 1,2 of 2,1 of 2,0 of 0
UFC 154: St-Pierre vs Condit,Antonio Carvalho,Rodrigo Damm,W,L,0,0,48 of 150,50 of 158,32%,31%,48 of 150,50 of 158,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:10,9 of 96,30 of 119,0 of 2,8 of 12,39 of 52,12 of 27,48 of 150,50 of 158,0 of 0,0 of 0,0 of 0,0 of 0
UFC 154: St-Pierre vs Condit,Matthew Riddle,John Maguire,W,L,0,0,45 of 163,37 of 109,27%,33%,74 of 195,38 of 110,1 of 4,0 of 6,25%,0%,0,2,0,0,3:12,0:28,22 of 122,30 of 99,6 of 17,0 of 1,17 of 24,7 of 9,30 of 143,35 of 107,15 of 15,2 of 2,0 of 5,0 of 0
UFC 154: St-Pierre vs Condit,Ivan Menjivar,Azamat Gashimov,W,L,0,0,6 of 10,4 of 13,60%,30%,25 of 32,18 of 28,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,2:00,3 of 5,3 of 11,1 of 3,0 of 1,2 of 2,1 of 1,4 of 8,2 of 8,0 of 0,0 of 0,2 of 2,2 of 5
UFC 154: St-Pierre vs Condit,Steven Siler,Darren Elkins,L,W,0,0,15 of 48,44 of 91,31%,48%,61 of 96,103 of 159,0 of 0,6 of 7,---,85%,1,6,0,0,0:14,11:22,8 of 40,36 of 76,4 of 4,5 of 12,3 of 4,3 of 3,9 of 37,10 of 34,5 of 10,11 of 16,1 of 1,23 of 41
UFC Macao: Franklin vs Le,Rich Franklin,Cung Le,L,W,0,1,12 of 21,8 of 16,57%,50%,12 of 21,8 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,6 of 14,4 of 11,0 of 0,2 of 3,6 of 7,2 of 2,12 of 21,8 of 16,0 of 0,0 of 0,0 of 0,0 of 0
UFC Macao: Franklin vs Le,Thiago Silva,Stanislav Nedkov,NC,NC,0,1,62 of 95,18 of 70,65%,25%,112 of 154,24 of 79,1 of 1,0 of 4,100%,0%,1,0,0,0,0:57,6:12,20 of 46,10 of 58,12 of 16,1 of 3,30 of 33,7 of 9,26 of 47,5 of 46,30 of 40,13 of 22,6 of 8,0 of 2
UFC Macao: Franklin vs Le,Dong Hyun Kim,Paulo Thiago,W,L,0,0,22 of 40,2 of 10,55%,20%,76 of 104,4 of 12,3 of 6,0 of 0,50%,---,2,0,0,0,12:12,0:17,18 of 32,0 of 7,1 of 3,1 of 2,3 of 5,1 of 1,0 of 7,1 of 8,0 of 0,1 of 2,22 of 33,0 of 0
UFC Macao: Franklin vs Le,Takanori Gomi,Mac Danzig,W,L,1,0,54 of 140,64 of 122,38%,52%,88 of 175,95 of 155,1 of 2,2 of 5,50%,40%,0,1,0,0,4:21,1:33,31 of 108,48 of 97,11 of 19,9 of 16,12 of 13,7 of 9,43 of 128,51 of 102,10 of 11,9 of 13,1 of 1,4 of 7
UFC Macao: Franklin vs Le,Zhang Tiequan,Jon Tuck,L,W,0,0,40 of 93,36 of 82,43%,43%,46 of 102,91 of 145,2 of 2,0 of 0,100%,---,0,2,0,1,1:16,6:43,33 of 81,24 of 66,2 of 3,10 of 14,5 of 9,2 of 2,40 of 93,35 of 81,0 of 0,1 of 1,0 of 0,0 of 0
