Name,Style,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws
Chad Hanekom,,33.0,,,0.73,1.47,0.0,1.0,33.0,71.0,0.0,900.0,8.0,3.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0
Shin Haraguchi,,24.0,,,2.28,1.78,11.21,0.0,48.0,0.0,743.0,29.0,22.0,62.0,0.0,0.0,0.0,64.0,54.0,3.0,1.0,0.0,
George Hardwick,,26.0,,,3.6,4.6,0.0,0.0,71.0,83.0,0.0,900.0,52.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,
Josiah Harrell,Grappler,24.0,67.0,68.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,7.0,3.0,0.0,,,,,,,,,
Walt Harris,Freestyle,40.0,77.0,77.0,3.05,3.33,0.29,0.14,55.0,70.0,1.3,390.0,209.0,29.0,79.0,13.0,0.0,0.0,39.0,29.0,13.0,10.0,0.0
Phil Hawes,,35.0,72.0,77.5,5.33,3.72,2.11,0.23,56.0,91.0,0.7,384.0,253.0,45.0,43.0,8.0,2.0,2.0,59.0,35.0,12.0,6.0,0.0
Ian Heinisch,Wrestling,34.0,71.0,72.0,3.25,2.98,1.02,0.68,59.0,60.0,0.34,660.0,193.0,33.0,60.0,5.0,7.0,2.0,50.0,17.0,14.0,5.0,0.0
Danny Henry,MMA,34.0,72.0,73.0,5.2,4.16,0.74,2.23,46.0,50.0,1.49,303.0,61.0,6.0,38.0,5.0,2.0,5.0,52.0,33.0,12.0,4.0,0.0
Victor Henry,,36.0,67.0,68.0,8.34,5.62,0.0,0.48,48.0,84.0,0.48,754.0,428.0,72.0,24.0,6.0,9.0,8.0,54.0,0.0,24.0,6.0,0.0
Jai Herbert,MMA,36.0,73.0,77.0,3.16,3.37,0.5,0.0,52.0,59.0,0.67,675.0,224.0,47.0,13.0,9.0,3.0,1.0,42.0,23.0,13.0,5.0,1.0
Jack Hermansson,MMA,36.0,73.0,77.5,5.09,3.69,1.53,0.38,56.0,81.0,0.0,693.0,765.0,75.0,159.0,11.0,7.0,6.0,45.0,30.0,24.0,8.0,0.0
Alexander Hernandez,MMA,31.0,69.0,72.0,4.33,4.66,1.06,0.12,56.0,59.0,0.47,590.0,464.0,58.0,32.0,6.0,5.0,2.0,41.0,31.0,14.0,8.0,0.0
Carlos Hernandez,Freestyle,30.0,68.0,67.0,4.11,3.8,1.08,0.22,47.0,65.0,0.0,692.0,215.0,54.0,15.0,0.0,5.0,4.0,46.0,18.0,9.0,4.0,0.0
Anthony Hernandez,Striker,30.0,72.0,75.0,4.3,3.46,6.62,2.99,46.0,63.0,0.21,468.0,150.0,53.0,99.0,2.0,2.0,8.0,59.0,49.0,12.0,2.0,0.0
Jamahal Hill,MMA,33.0,76.0,79.0,7.18,3.51,0.0,0.0,46.0,73.0,0.69,518.0,493.0,71.0,56.0,7.0,4.0,0.0,55.0,12.0,2.0,0.0,
Chris Hofmann,,33.0,,,4.78,4.63,3.42,0.0,36.0,1.14,790.0,39.0,16.0,8.0,0.0,0.0,0.0,45.0,43.0,0.0,1.0,0.0,
Frank Holland,,34.0,69.0,70.0,,,,,,,,,,,,,,,,,,,
Kevin Holland,Kung Fu,31.0,75.0,81.0,4.25,3.2,0.84,0.6,51.0,55.0,0.3,649.0,835.0,106.0,116.0,14.0,4.0,8.0,49.0,39.0,26.0,11.0,0.0
Max Holloway,Muay Thai,32.0,71.0,69.0,7.17,4.72,0.25,0.32,59.0,84.0,0.35,975.0,2961.0,245.0,172.0,12.0,11.0,2.0,48.0,53.0,26.0,7.0,0.0
Kurt Holobaugh,Boxing,37.0,71.0,70.0,4.63,4.35,0.76,0.76,48.0,42.0,0.3,662.0,344.0,90.0,26.0,8.0,4.0,10.0,46.0,33.0,22.0,8.0,0.0
SeongChan Hong,,33.0,,,6.57,8.76,0.0,0.0,47.0,0.0,137.0,13.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,
Lorenzo Hood,,34.0,75.0,80.0,2.64,4.66,0.0,0.0,12.0,100.0,0.0,296.0,9.0,4.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,
Dan Hooker,MMA,34.0,72.0,75.0,5.08,4.76,0.79,0.36,51.0,81.0,0.64,599.0,907.0,93.0,66.0,11.0,5.0,7.0,49.0,34.0,23.0,12.0,0.0
Austin Hubbard,Freestyle,32.0,70.0,71.0,4.11,3.74,1.75,0.0,57.0,66.0,0.0,743.0,395.0,30.0,33.0,5.0,9.0,2.0,46.0,50.0,16.0,7.0,0.0
Victor Hugo,Striker,31.0,67.0,71.5,3.46,2.25,0.67,1.35,61.0,88.0,0.67,668.0,64.0,11.0,2.0,7.0,7.0,10.0,51.0,50.0,25.0,4.0,0.0
Al Iaquinta,,36.0,70.0,70.0,4.06,4.53,0.63,0.24,61.0,74.0,0.55,762.0,715.0,31.0,28.0,7.0,6.0,1.0,41.0,19.0,14.0,7.0,1.0
Dan Ige,Jiu-Jitsu,33.0,67.0,71.0,3.7,3.51,0.99,0.26,57.0,59.0,0.46,759.0,652.0,63.0,128.0,6.0,7.0,5.0,46.0,26.0,18.0,8.0,0.0
Nassourdine Imavov,Striker,29.0,75.0,75.0,4.58,3.33,0.98,1.31,60.0,74.0,0.11,918.0,447.0,110.0,74.0,6.0,2.0,4.0,55.0,36.0,14.0,4.0,0.0
Issa Isakov,,,,,,,,,,,,,,,,,,,,,,,
Brian Jackson,,34.0,,,,,,,,,,,,,,,,,,,,,
Jordan Jackson,,23.0,,,,,,,,,,,,,,,,,,,,,
Montel Jackson,MMA,32.0,70.0,75.5,3.39,1.42,3.41,0.27,64.0,69.0,1.77,599.0,186.0,101.0,85.0,8.0,5.0,1.0,54.0,71.0,15.0,2.0,0.0
Damon Jackson,Grappler,36.0,71.0,71.0,2.9,3.47,2.34,1.23,49.0,38.0,0.0,621.0,245.0,93.0,52.0,4.0,4.0,15.0,43.0,34.0,23.0,7.0,1.0
Richard Jacobi,,29.0,,,0.88,3.94,3.28,0.0,51.0,100.0,0.0,274.0,2.0,0.0,2.0,0.0,0.0,0.0,44.0,100.0,0.0,1.0,0.0
Jack Jenkins,Freestyle,30.0,67.0,68.0,4.43,3.07,2.56,0.0,60.0,75.0,0.0,792.0,147.0,36.0,51.0,5.0,4.0,3.0,61.0,69.0,12.0,3.0,0.0
Wuziazibieke Jiahefu,,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Asikeerbai Jinensibieke,,34.0,,,,,,,,,,,,,,,,,,,,,
Li Jingliang,Boxing,36.0,72.0,71.5,4.46,3.84,1.25,0.0,58.0,60.0,0.83,637.0,695.0,40.0,70.0,10.0,5.0,4.0,43.0,42.0,19.0,8.0,0.0
Charles Johnson,,33.0,69.0,70.0,4.83,3.45,0.38,0.5,59.0,67.0,0.25,799.0,487.0,67.0,25.0,7.0,6.0,3.0,52.0,20.0,16.0,6.0,0.0
Michael Johnson,Boxing,37.0,70.0,73.5,4.27,3.83,0.62,0.04,58.0,81.0,0.49,699.0,1285.0,100.0,57.0,9.0,11.0,2.0,40.0,41.0,23.0,19.0,0.0
Jamelle Jones,,35.0,72.0,75.0,1.78,3.11,0.0,0.0,65.0,0.0,135.0,4.0,0.0,0.0,5.0,1.0,1.0,80.0,0.0,7.0,5.0,0.0,
Jon Jones,,35.0,76.0,84.5,4.29,2.22,1.93,0.48,64.0,95.0,0.22,893.0,958.0,248.0,262.0,10.0,10.0,7.0,58.0,45.0,27.0,1.0,0.0
Justin Jones,,35.0,0.0,,1.7,3.17,1.0,0.5,45.0,46.0,0.0,900.0,25.0,22.0,4.0,4.0,0.0,5.0,36.0,15.0,9.0,2.0,0.0
Charles Jourdain,Striker,28.0,69.0,69.0,5.48,4.35,0.35,0.53,57.0,49.0,0.53,725.0,689.0,167.0,71.0,8.0,2.0,5.0,49.0,24.0,15.0,8.0,1.0
Dustin Joynson,,37.0,,,3.28,5.63,0.0,0.0,48.0,0.0,128.0,5.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,,
Anshul Jubli,MMA,28.0,72.0,69.0,6.48,5.61,0.82,0.41,51.0,64.0,0.41,735.0,189.0,17.0,32.0,2.0,4.0,1.0,46.0,18.0,7.0,1.0,0.0
Da Woon Jung,MMA,29.0,76.0,78.5,3.49,3.89,1.9,0.19,52.0,77.0,0.57,594.0,215.0,35.0,26.0,11.0,2.0,2.0,44.0,50.0,15.0,4.0,1.0
Chan Sung Jung,Kickboxer,36.0,67.0,72.0,3.93,4.52,0.7,0.61,52.0,73.0,0.43,740.0,529.0,57.0,92.0,6.0,3.0,8.0,41.0,44.0,17.0,8.0,0.0
Oron Kahlon,,38.0,,,0.85,4.93,0.0,0.0,36.0,40.0,0.0,852.0,11.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,
Lu Kai,,29.0,,,3.76,5.51,2.62,2.62,56.0,100.0,0.0,229.0,33.0,1.0,9.0,0.0,0.0,0.0,44.0,50.0,1.0,2.0,0.0
Sim Kai Xiong,,25.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Li Kaiwen,,27.0,,,4.32,3.74,0.78,0.0,54.0,92.0,0.78,385.0,53.0,24.0,6.0,0.0,0.0,0.0,50.0,33.0,2.0,1.0,0.0
Shuya Kamikubo,,30.0,,,4.6,2.93,4.0,1.0,54.0,100.0,0.0,900.0,38.0,7.0,24.0,0.0,0.0,0.0,45.0,16.0,1.0,1.0,0.0
Koya Kanda,,27.0,,,3.53,2.47,3.0,0.0,61.0,100.0,0.0,900.0,47.0,5.0,1.0,0.0,0.0,0.0,38.0,23.0,1.0,1.0,0.0
Kyung Ho Kang,Brazilian Jiu-Jitsu,36.0,69.0,73.0,3.13,3.32,1.97,0.77,54.0,68.0,0.34,751.0,413.0,23.0,113.0,2.0,5.0,12.0,48.0,50.0,19.0,11.0,0.0
Manel Kape,MMA,30.0,65.0,68.0,4.44,4.06,0.54,0.36,60.0,73.0,0.9,718.0,332.0,12.0,28.0,11.0,3.0,5.0,54.0,33.0,19.0,7.0,0.0
Calvin Kattar,Freestyle,36.0,71.0,72.0,4.76,6.75,0.39,0.08,54.0,72.0,0.39,885.0,847.0,13.0,53.0,11.0,10.0,2.0,39.0,29.0,23.0,8.0,0.0
Toshiomi Kazama,Brazilian Jiu-Jitsu,27.0,67.0,69.0,1.72,3.89,1.68,0.56,43.0,67.0,0.0,401.0,29.0,11.0,6.0,3.0,2.0,6.0,53.0,13.0,11.0,4.0,0.0
Brian Kelleher,Freestyle,37.0,66.0,66.0,3.31,4.59,1.68,0.67,55.0,60.0,0.34,472.0,345.0,29.0,68.0,8.0,6.0,10.0,41.0,42.0,24.0,16.0,0.0
Song Kenan,Striker,34.0,72.0,71.5,4.36,6.38,0.34,0.0,51.0,61.0,0.84,594.0,332.0,34.0,22.0,9.0,3.0,8.0,46.0,50.0,20.0,8.0,0.0
Casey Kenney,MMA,32.0,67.0,70.0,4.85,4.67,1.09,0.43,58.0,61.0,0.0,828.0,598.0,54.0,18.0,2.0,9.0,5.0,43.0,36.0,16.0,4.0,1.0
Aliaskhab Khizriev,MMA,33.0,69.0,74.0,6.01,4.38,5.64,3.76,62.0,100.0,0.0,160.0,38.0,2.0,8.0,5.0,4.0,5.0,64.0,60.0,14.0,0.0,0.0
Sangwook Kim,,29.0,,,2.23,3.83,0.0,4.79,59.0,67.0,0.0,544.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,1.0,0.0
Sang Won Kim,,29.0,,,3.88,2.84,0.0,0.0,51.0,40.0,2.24,651.0,20.0,1.0,5.0,0.0,0.0,0.0,70.0,1.0,1.0,0.0,
Yusaku Kinoshita,Striker,23.0,72.0,71.5,4.65,5.12,0.0,0.0,52.0,50.0,0.78,383.0,81.0,0.0,8.0,4.0,0.0,2.0,50.0,0.0,6.0,3.0,0.0
Kamuela Kirk,MMA,29.0,70.0,75.0,3.22,5.87,1.5,1.2,40.0,47.0,0.0,751.0,126.0,18.0,17.0,5.0,1.0,6.0,50.0,26.0,12.0,6.0,0.0
Top Noi Kiwram,,30.0,,,4.47,3.23,2.72,0.0,66.0,74.0,0.91,662.0,115.0,25.0,8.0,0.0,0.0,0.0,60.0,86.0,1.0,2.0,0.0
Felix Klinkhammer,,30.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Drakkar Klose,,36.0,69.0,70.0,4.37,3.46,1.58,0.0,51.0,69.0,0.23,727.0,330.0,200.0,52.0,6.0,8.0,0.0,55.0,26.0,15.0,2.0,1.0
Roman Kopylov,,32.0,72.0,75.0,4.33,4.06,1.2,0.0,58.0,87.0,0.86,654.0,345.0,17.0,15.0,11.0,1.0,0.0,54.0,54.0,13.0,3.0,0.0
Steven Koslow,,26.0,67.5,69.0,0.77,3.73,5.28,1.06,40.0,0.0,853.0,8.0,1.0,2.0,0.0,0.0,6.0,38.0,56.0,6.0,1.0,0.0,
James Krause,,37.0,74.0,73.5,4.79,4.11,0.96,0.87,62.0,60.0,0.26,686.0,745.0,49.0,27.0,8.0,5.0,14.0,50.0,18.0,28.0,9.0,0.0
Kaynan Kruschewsky,Muay Thai,33.0,72.0,73.0,5.67,5.71,2.74,2.06,47.0,75.0,0.0,438.0,87.0,29.0,8.0,4.0,2.0,9.0,51.0,100.0,15.0,3.0,0.0
Nikita Krylov,Karate,32.0,75.0,77.5,4.38,2.47,2.29,1.44,45.0,53.0,0.6,416.0,279.0,145.0,122.0,12.0,2.0,16.0,56.0,38.0,30.0,9.0,0.0
Mariusz Ksiazkiewicz,,33.0,,,0.93,3.4,4.0,2.0,39.0,0.0,900.0,5.0,2.0,7.0,0.0,0.0,0.0,45.0,100.0,0.0,1.0,0.0,
Sumit Kumar,,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Rizvan Kuniev,,30.0,76.0,76.0,7.09,1.55,4.09,0.0,51.0,0.0,660.0,42.0,9.0,27.0,0.0,0.0,0.0,74.0,75.0,1.0,0.0,0.0,
Korey Kuppe,,34.0,,,0.73,1.33,0.0,1.0,31.0,69.0,0.0,900.0,11.0,0.0,0.0,0.0,0.0,0.0,73.0,8.0,4.0,0.0,
Guram Kutateladze,MMA,32.0,71.0,72.0,3.95,3.95,0.77,0.0,57.0,79.0,0.26,874.0,168.0,49.0,13.0,7.0,4.0,1.0,46.0,20.0,13.0,4.0,0.0
Luan Lacerda,Freestyle,30.0,67.0,71.5,4.52,7.07,1.26,0.63,48.0,75.0,0.0,717.0,105.0,3.0,0.0,0.0,2.0,10.0,44.0,25.0,12.0,3.0,0.0
Daniel Lacerda,Striker,27.0,66.0,70.0,3.95,8.28,2.32,1.16,35.0,1.74,259.0,81.0,6.0,15.0,5.0,0.0,6.0,46.0,50.0,11.0,6.0,0.0,
Sean Lally,,32.0,72.0,74.5,5.34,7.23,0.0,0.0,30.0,0.0,697.0,57.0,5.0,0.0,0.0,0.0,0.0,39.0,8.0,4.0,0.0,,
Nate Landwehr,Freestyle,35.0,69.0,72.0,6.25,5.75,1.0,1.0,55.0,86.0,0.2,562.0,342.0,101.0,25.0,9.0,7.0,2.0,47.0,42.0,18.0,5.0,0.0
Austen Lane,,36.0,78.0,80.0,3.43,2.81,1.03,0.0,45.0,0.0,175.0,29.0,0.0,21.0,11.0,0.0,1.0,47.0,20.0,12.0,5.0,0.0,
Joe Lauzon,Boxing,39.0,70.0,71.5,2.84,5.39,2.39,2.04,55.0,55.0,0.21,473.0,326.0,99.0,180.0,9.0,2.0,17.0,40.0,45.0,28.0,16.0,0.0
Ronnie Lawrence,Freestyle,31.0,68.0,68.5,2.78,1.75,6.75,0.25,52.0,45.0,0.75,720.0,81.0,7.0,79.0,4.0,4.0,0.0,56.0,77.0,8.0,2.0,0.0
Quang Le,Freestyle,32.0,66.5,70.0,1.07,3.93,2.0,0.0,24.0,0.0,900.0,15.0,0.0,1.0,2.0,0.0,3.0,23.0,18.0,8.0,1.0,0.0,
Jordan Leavitt,Freestyle,28.0,69.0,71.0,2.55,1.84,2.19,1.09,57.0,30.0,0.27,412.0,114.0,16.0,10.0,2.0,3.0,6.0,61.0,25.0,11.0,3.0,0.0
Kevin Lee,Wrestling,30.0,70.0,77.0,3.88,3.6,3.18,0.76,50.0,75.0,0.07,686.0,500.0,73.0,270.0,3.0,8.0,8.0,42.0,43.0,18.0,8.0,0.0
Jung Hyun Lee,,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
JeongYeong Lee,Brazilian Jiu-Jitsu,28.0,70.0,73.5,2.84,2.81,0.93,0.46,51.0,77.0,0.46,389.0,47.0,26.0,19.0,4.0,4.0,3.0,53.0,67.0,11.0,2.0,0.0
Natan Levy,Striker,32.0,69.0,71.0,3.7,3.19,5.03,0.48,59.0,41.0,0.0,752.0,205.0,10.0,17.0,0.0,5.0,3.0,52.0,58.0,8.0,2.0,0.0
Malik Lewis,,27.0,,,4.16,5.66,3.98,0.0,40.0,50.0,0.0,679.0,55.0,35.0,4.0,0.0,0.0,0.0,45.0,40.0,0.0,2.0,0.0
Derrick Lewis,Brawler,39.0,75.0,79.0,2.48,2.48,0.57,0.0,41.0,53.0,0.57,549.0,258.0,122.0,278.0,23.0,4.0,1.0,51.0,26.0,28.0,12.0,0.0
Rodrigo Lidio,,33.0,,,0.97,0.0,0.0,0.0,100.0,50.0,0.0,185.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,
Austin Lingo,Boxing,29.0,70.0,70.0,3.86,4.86,0.43,0.0,57.0,76.0,0.43,830.0,264.0,3.0,0.0,3.0,4.0,2.0,38.0,67.0,9.0,3.0,0.0
Philipe Lins,Striker,37.0,74.0,78.0,3.8,3.59,1.65,0.0,46.0,100.0,0.24,635.0,202.0,30.0,9.0,9.0,5.0,4.0,49.0,33.0,18.0,5.0,0.0
James Llontop,,24.0,72.0,73.0,4.76,2.1,0.0,0.0,70.0,50.0,1.53,587.0,59.0,17.0,17.0,7.0,6.0,1.0,53.0,14.0,3.0,0.0,
Christian Lohsen,,28.0,,,5.27,6.93,0.0,2.0,44.0,0.0,900.0,72.0,3.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,
Ange Loosa,Kickboxer,31.0,70.0,74.0,5.6,6.68,2.41,0.19,53.0,83.0,0.0,810.0,358.0,47.0,49.0,5.0,4.0,1.0,45.0,38.0,10.0,4.0,0.0
Diego Lopes,Jiu-Jitsu,29.0,71.0,72.5,3.24,4.08,0.33,3.68,40.0,47.0,1.0,448.0,89.0,23.0,33.0,10.0,2.0,12.0,55.0,25.0,25.0,6.0,0.0
Bruno Lopes,,30.0,,,5.29,8.46,0.0,0.0,54.0,0.0,227.0,20.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,,
Aaron Lott,,,,,,,,,,,,,,,,,,,,,,,
Caolán Loughran,Boxer,28.0,66.0,68.0,2.87,5.8,5.0,0.0,55.0,0.0,900.0,33.0,0.0,10.0,5.0,2.0,2.0,45.0,42.0,9.0,2.0,0.0,
Joseph Lowry,,33.0,70.0,72.0,3.97,4.25,0.0,0.0,63.0,0.0,536.0,67.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,7.0,2.0,0.0,
Vicente Luque,Muay Thai,32.0,71.0,75.5,5.07,5.21,1.0,0.64,53.0,63.0,0.71,602.0,939.0,62.0,66.0,11.0,4.0,8.0,52.0,54.0,22.0,10.0,1.0
Tucker Lutz,Boxing,29.0,68.0,72.0,3.74,3.25,1.99,0.18,44.0,69.0,0.0,828.0,255.0,30.0,25.0,6.0,4.0,2.0,47.0,44.0,12.0,4.0,0.0
Caio Machado,MMA,29.0,76.0,78.0,6.07,2.73,0.0,0.0,64.0,82.0,0.0,900.0,235.0,36.0,2.0,4.0,2.0,2.0,59.0,0.0,8.0,3.0,1.0
Ian Machado Garry,,26.0,75.0,74.5,5.5,3.17,0.77,0.31,53.0,69.0,0.62,730.0,483.0,23.0,29.0,7.0,7.0,1.0,55.0,56.0,15.0,0.0,0.0
Victor Madrigal,,,,,2.31,9.56,0.0,0.0,51.0,0.0,182.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,
Neil Magny,,37.0,75.0,80.0,3.47,2.42,2.17,0.26,52.0,54.0,0.07,764.0,818.0,263.0,332.0,8.0,16.0,4.0,46.0,41.0,29.0,12.0,0.0
Raimond Magomedaliev,,,,,4.07,4.75,0.0,0.0,42.0,0.0,885.0,52.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,
Shara Magomedov,,30.0,74.0,73.0,6.88,3.72,0.0,0.0,42.0,71.0,0.35,849.0,232.0,36.0,24.0,11.0,3.0,0.0,66.0,14.0,0.0,0.0,
Maheshate,Boxing,24.0,72.0,71.5,3.9,5.76,0.0,0.0,54.0,45.0,0.56,646.0,200.0,9.0,1.0,4.0,3.0,0.0,28.0,0.0,10.0,3.0,0.0
John Makdessi,Striker,38.0,68.0,68.0,5.52,4.15,0.0,0.0,68.0,86.0,0.37,728.0,1249.0,64.0,27.0,9.0,9.0,0.0,50.0,0.0,18.0,9.0,0.0
Islam Makhachev,Sambo,32.0,70.0,70.5,2.65,1.54,3.19,1.06,61.0,91.0,0.35,634.0,253.0,86.0,110.0,5.0,9.0,12.0,60.0,54.0,26.0,1.0,0.0
Azat Maksum,Striker,28.0,67.0,70.0,2.8,5.23,2.0,0.5,56.0,67.0,0.5,900.0,82.0,2.0,0.0,5.0,5.0,7.0,24.0,22.0,17.0,1.0,0.0
Jacob Malkoun,MMA,28.0,69.0,73.0,3.86,2.48,6.62,0.43,53.0,20.0,0.0,602.0,159.0,12.0,100.0,3.0,5.0,0.0,56.0,42.0,8.0,3.0,0.0
Mike Malott,MMA,32.0,73.0,73.0,3.83,3.33,3.04,1.01,52.0,17.0,0.68,444.0,126.0,9.0,35.0,4.0,0.0,6.0,47.0,60.0,10.0,2.0,1.0
Jesse Mariotti,,26.0,,,,,,,,,,,,,,,,,,,,,
Chepe Mariscal,,31.0,67.0,69.0,4.75,3.24,3.09,0.28,50.0,73.0,0.0,800.0,122.0,63.0,68.0,6.0,8.0,3.0,57.0,39.0,17.0,6.0,0.0
Brendon Marotte,Boxer,28.0,69.0,72.0,3.0,42.0,0.0,0.0,33.0,0.0,20.0,1.0,0.0,0.0,5.0,2.0,2.0,100.0,8.0,2.0,0.0,,
Dallas Marron,,,,,,,,,,,,,,,,,,,,,,,
Francis Marshall,Freestyle,24.0,69.0,72.0,3.66,4.07,3.29,0.73,54.0,0.37,616.0,131.0,2.0,17.0,0.0,2.0,4.0,33.0,50.0,7.0,2.0,0.0,
Michal Martinek,,33.0,,,2.45,4.29,0.0,0.0,52.0,0.0,196.0,5.0,3.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,
Jonathan Martinez,Freestyle,30.0,68.0,70.0,4.54,3.87,0.41,0.08,57.0,68.0,0.73,791.0,685.0,60.0,94.0,9.0,7.0,2.0,50.0,36.0,19.0,5.0,0.0
Kazuma Maruyama,,30.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Eduardo Matias Torres,,,,,1.1,1.24,2.06,0.0,65.0,50.0,0.0,436.0,6.0,1.0,1.0,0.0,0.0,0.0,35.0,33.0,0.0,1.0,0.0
Jean Matsumoto,Muay Thai,24.0,66.0,68.5,4.76,4.52,1.2,0.6,52.0,56.0,0.0,750.0,106.0,12.0,1.0,3.0,6.0,6.0,38.0,50.0,15.0,0.0,0.0
Connor Matthews,MMA,31.0,68.0,71.0,5.3,6.19,2.97,0.74,57.0,50.0,0.0,807.0,202.0,10.0,2.0,1.0,1.0,5.0,44.0,53.0,7.0,2.0,0.0
Jake Matthews,Freestyle,29.0,71.5,73.0,3.38,2.54,1.56,0.58,61.0,64.0,0.32,694.0,542.0,52.0,187.0,6.0,7.0,7.0,45.0,41.0,20.0,7.0,0.0
Don'Tale Mayes,Boxing,32.0,78.0,81.0,3.51,3.79,0.65,0.0,47.0,58.0,0.28,750.0,427.0,80.0,64.0,7.0,3.0,0.0,44.0,39.0,11.0,7.0,0.0
Court McGee,Freestyle,39.0,71.0,75.5,4.6,3.62,1.84,0.42,61.0,70.0,0.16,777.0,1108.0,80.0,123.0,5.0,11.0,6.0,37.0,25.0,22.0,13.0,0.0
Marcus McGhee,Brazilian Jiu-Jitsu,34.0,68.0,69.0,5.43,2.52,0.84,0.84,71.0,100.0,2.52,357.0,80.0,6.0,11.0,8.0,0.0,1.0,51.0,33.0,9.0,1.0,0.0
Conor McGregor,,34.0,69.0,74.0,5.32,4.66,0.67,0.13,54.0,67.0,1.73,482.0,461.0,61.0,77.0,19.0,2.0,1.0,50.0,56.0,22.0,6.0,0.0
Sean Mcinerney,,36.0,,,,,,,,,,,,,,,,,,,,,
Rhys McKee,MMA,28.0,74.0,78.0,4.8,7.85,0.0,0.0,43.0,41.0,0.0,722.0,215.0,13.0,3.0,10.0,0.0,3.0,46.0,0.0,13.0,6.0,1.0
Terrance McKinney,MMA,29.0,70.0,73.5,4.53,2.63,3.45,0.99,46.0,86.0,1.48,183.0,71.0,25.0,42.0,7.0,0.0,8.0,51.0,37.0,15.0,7.0,0.0
Tim Means,Striker,40.0,74.0,75.0,5.08,3.64,1.16,0.16,60.0,65.0,0.58,591.0,1111.0,202.0,139.0,20.0,8.0,5.0,49.0,40.0,33.0,16.0,1.0
MarQuel Mederos,MMA,27.0,70.0,69.5,4.39,3.29,0.0,0.0,63.0,91.0,0.78,575.0,77.0,7.0,0.0,6.0,2.0,0.0,45.0,0.0,9.0,1.0,0.0
Uroš Medić,MMA,31.0,73.0,71.0,5.51,3.18,0.38,0.0,58.0,56.0,2.63,342.0,131.0,27.0,62.0,8.0,0.0,2.0,61.0,50.0,10.0,2.0,0.0
Gerald Meerschaert,Freestyle,36.0,73.0,77.5,3.18,3.37,2.17,1.63,54.0,34.0,0.27,498.0,415.0,62.0,51.0,6.0,2.0,28.0,45.0,38.0,36.0,17.0,0.0
Dominik Melendez,,,,,,,,,,,,,,,,,,,,,,,
Mateus Mendonça,Jiu-Jitsu,25.0,66.0,71.5,1.66,4.14,2.54,0.42,30.0,56.0,0.85,532.0,41.0,6.0,12.0,3.0,3.0,4.0,40.0,27.0,10.0,3.0,0.0
Alonzo Menifield,Freestyle,36.0,72.0,76.0,3.77,3.7,0.63,0.25,49.0,76.0,0.75,423.0,319.0,67.0,66.0,10.0,2.0,3.0,54.0,33.0,15.0,5.0,1.0
Jim Miller,Jiu-Jitsu,40.0,68.0,71.0,2.99,3.5,1.53,1.67,57.0,48.0,0.21,589.0,920.0,192.0,178.0,7.0,10.0,20.0,42.0,44.0,37.0,18.0,0.0
Mo Miller,,30.0,68.0,72.5,1.87,1.33,4.0,0.0,61.0,0.0,900.0,22.0,0.0,6.0,0.0,0.0,0.0,46.0,80.0,1.0,0.0,0.0,
Zhang Mingyang,MMA,25.0,74.0,,9.23,6.39,0.0,0.0,58.0,5.33,169.0,44.0,0.0,8.0,11.0,0.0,6.0,58.0,17.0,6.0,0.0,,
